code;name
3314799;Maintenance and repair of other machinery and equipment for industrial uses not otherwise specified
3315500;Maintenance and repair of railway vehicles
3316301;Aircraft maintenance and repair, except runway maintenance
3316302;Aircraft maintenance on the runway
3317101;Maintenance and repair of vessels and floating structures
3317101;Maintenance and repair of vessels and floating structures
3317101;Maintenance and repair of vessels and floating structures
3317102;Maintenance and repair of boats for sport and leisure
3319800;Maintenance and repair of equipment and products not previously specified
3319800;Maintenance and repair of equipment and products not previously specified
3319800;Maintenance and repair of equipment and products not previously specified
3319800;Maintenance and repair of equipment and products not previously specified
3319800;Maintenance and repair of equipment and products not previously specified
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3321000;Installation of industrial machinery and equipment
3329501;Furniture assembly services of any material
3329501;Furniture assembly services of any material
3329501;Furniture assembly services of any material
3329599;Installation of other equipment not previously specified
3511500;Electric power generation
3512300;Electric power transmission
3513100;Wholesale of electricity
3514000;Electricity distribution
3520401;Gas production, natural gas processing
3520402;Distribution of gaseous fuels by urban networks
3530100;Production and distribution of steam, hot water and air conditioning
3600601;Collection, treatment and distribution of water
3600602;Water distribution by trucks
3701100;Management of sewage networks
3702900;Sewagerelated activities, except network management
3811400;Collection of nonhazardous waste
3811400;Collection of nonhazardous waste
3812200;Hazardous waste collection
3812200;Hazardous waste collection
3821100;Treatment and disposal of nonhazardous waste
3821100;Treatment and disposal of nonhazardous waste
3822000;Treatment and disposal of hazardous waste
3822000;Treatment and disposal of hazardous waste
3831901;Aluminum scrap recovery
3831999;Recovery of metallic materials, except aluminum
3832700;Recovery of plastic materials
3839401;composting plants
3839499;Recovery of materials not previously specified
3900500;Decontamination and other waste management services
4110700;Incorporation of real estate projects
4120400;construction of buildings
4211101;Construction of roads and railways
4211102;Painting for signs on highways and airports
4212000;Construction of special works of art
4213800;Urbanization works  streets, squares and sidewalks
4221901;Construction of dams and dams for electricity generation
4221902;Construction of stations and electricity distribution networks
4221903;Maintenance of electricity distribution networks
4221904;Construction of stations and telecommunications networks
4221905;Maintenance of stations and telecommunications networks
4222701;Construction of water supply networks, sewage collection and related constructions, except irrigation works
4222702;irrigation works
4223500;Construction of pipeline transport networks, except for water and sewage
4291000;Port, maritime and river works
4292801;Assembly of metal structures
4292802;Industrial assembly works
4299501;Construction of sports and recreational facilities
4299599;Other civil engineering works not previously specified
4311801;Demolition of buildings and other structures
4311801;Demolition of buildings and other structures
4311802;Site preparation and land clearing
4312600;Drilling and soundings
4313400;Earthworks
4313400;Earthworks
4313400;Earthworks
4319300;Land preparation services not otherwise specified
4319300;Land preparation services not otherwise specified
4321500;Electrical installation and maintenance
4322301;Plumbing, sanitary and gas installations
4322302;Installation and maintenance of central air conditioning, ventilation and refrigeration systems
4322303;Fire prevention system installations
4329101;Installation of advertising panels
4329102;Installation of equipment for maritime, river and lake navigation guidance
4329103;Installation, maintenance and repair of elevators, escalators and moving walkways, except for our own manufacture
4329104;Assembly and installation of lighting and signaling systems and equipment on public roads, ports and airports
4329105;Thermal, acoustic or vibration treatments
4329199;Other installation works in buildings not previously specified
4330401;Waterproofing in civil engineering works
4330402;Installation of doors, windows, ceilings, partitions and builtin cabinets of any material
4330403;Plaster and stucco finishing works
4330404;Building painting services in general
4330404;Building painting services in general
4330405;Application of coatings and resins indoors and outdoors
4330405;Application of coatings and resins indoors and outdoors
4330499;Other construction finishing works
4330499;Other construction finishing works
4391600;foundation works
4391600;foundation works
4399101;construction management
4399102;Assembly and disassembly of scaffolding and other temporary structures
4399103;masonry works
4399104;Operation services and supply of equipment for transporting and lifting loads and people for use in construction sites
4399105;Drilling and construction of water wells
4399199;Specialized construction services not otherwise specified
4399199;Specialized construction services not otherwise specified
4399199;Specialized construction services not otherwise specified
4511101;Retail trade of new cars, vans and SUVs
4511102;Retail sale of used cars, vans and SUVs
4511103;Wholesale of new and used cars, vans and SUVs
4511104;Wholesale of new and used trucks
4511105;Wholesale of new and used trailers and semitrailers
4511106;Wholesale of new and used buses and minibuses
4512901;Sales representatives and agents of the trade of motor vehicles
4512902;Trade on consignment of motor vehicles
4520001;Motor vehicle maintenance and repair services
4520001;Motor vehicle maintenance and repair services
4520002;Bodywork or bodywork and painting services for motor vehicles
4520002;Bodywork or bodywork and painting services for motor vehicles
4520003;Electrical maintenance and repair services for motor vehicles
4520003;Electrical maintenance and repair services for motor vehicles
4520004;Automotive alignment and balancing services
4520004;Automotive alignment and balancing services
4520005;Car washing, lubrication and polishing services
4520006;Tire repair services for motor vehicles
4520007;Installation, maintenance and repair services for accessories for motor vehicles
4530701;Wholesale of new parts and accessories for motor vehicles
4530702;Wholesale of tires and inner tubes
4530703;Retail sale of new parts and accessories for motor vehicles
4530704;Retail sale of used parts and accessories for motor vehicles
4530705;Retail sale of tires and inner tubes
4530706;Sales representatives and sales agents for new and used parts and accessories for motor vehicles
4541201;Wholesale of motorcycles and scooters
4541202;Wholesale trade of parts and accessories for motorcycles and scooters
4541203;Retail sale of new motorcycles and scooters
4541204;Retail sale of used motorcycles and scooters
4541205;Retail sale of parts and accessories for motorcycles and scooters
4542101;Commercial representatives and agents for the sale of motorcycles and scooters, parts and accessories
4542102;Trade on consignment of motorcycles and scooters
4543900;Maintenance and repair of motorcycles and scooters
4611700;Sales representatives and agents in the trade of agricultural raw materials and live animals
4612500;Sales representatives and agents in the trade of fuels, minerals, steel products and chemicals
4613300;Sales representatives and agents in the wood, construction material and hardware trade
4614100;Commercial representatives and agents in the trade of machinery, equipment, vessels and aircraft
4615000;Sales representatives and agents for the sale of household appliances, furniture and household articles
4616800;Sales representatives and agents in the textile, clothing, footwear and travel goods trade
4617600;Sales representatives and agents in the trade of food products, beverages and tobacco
4618401;Sales representatives and agents in the trade of medicines, cosmetics and perfumery products
4618402;Sales representatives and agents in the trade of instruments and dentalmedicalhospital materials
4618403;Sales representatives and agents of the trade of newspapers, magazines and other publications
4618499;Other commercial representatives and agents of the trade specialized in products not previously specified
4619200;Commercial representatives and agents of the trade of goods in general, nonspecialized
4621400;Wholesale coffee beans
4622200;Soybean wholesaler
4623101;Wholesale of live animals
4623101;Wholesale of live animals
4623101;Wholesale of live animals
4623101;Wholesale of live animals
4623101;Wholesale of live animals
4623102;Wholesale trade of hides, wool, skins and other nonedible byproducts of animal origin
4623103;cotton wholesale trade
4623104;Wholesale trade of unprocessed leaf tobacco
4623105;cocoa wholesale trade
4623106;Wholesale trade of seeds, flowers, plants and grasses
4623107;sisal wholesale trade
4623108;Wholesale trade of agricultural raw materials with fractionation and associated packaging activity
4623109;Animal feed wholesaler
4623109;Animal feed wholesaler
4623199;Wholesale trade of agricultural raw materials not otherwise specified
4631100;Wholesale of milk and dairy products
4632001;Wholesale trade of processed cereals and legumes
4632002;Wholesale trade of flours, starches and starches
4632003;Wholesale trade of processed cereals and legumes, flours, starches, with associated fractionation and packaging activity
4633801;Wholesale trade of fruits, vegetables, roots, tubers, vegetables and fresh vegetables
4633802;Wholesale of live poultry and eggs
4633803;Wholesale of rabbits and other small live animals for food
4634601;Wholesale trade of beef and pork and derivatives
4634602;Wholesale trade of slaughtered poultry and derivatives
4634603;Wholesale of fish and seafood
4634699;Wholesale trade of meat and derivatives of other animals
4635401;Mineral water wholesaler
4635402;Wholesale trade of beer, draft beer and soft drinks
4635403;Wholesale trade of beverages with associated fractionation and packaging activity
4635499;Wholesale of beverages not otherwise specified
4636201;Wholesale of benefited tobacco
4636202;Wholesale of cigarettes, cigarillos and cigars
4637101;Wholesale trade of roasted, ground and soluble coffee
4637102;Wholesale sugar trade
4637103;Wholesale trade of oils and fats
4637104;Wholesale trade of breads, cakes, biscuits and the like
4637105;Wholesale of pasta
4637106;ice cream wholesaler
4637107;Wholesale trade of chocolates, confectionery, candies, bonbons and the like
4637199;Specialized wholesale trade in other food products not otherwise specified
4639701;Wholesale trade of food products in general
4639702;Wholesale trade of food products in general, with associated fractionation and packaging activity
4641901;Fabric wholesale trade
4641902;Wholesale of bed, table and bath articles
4641903;Wholesale of haberdashery items
4642701;Wholesale of clothing and accessories, except professional and security items
4642702;Wholesale trade of clothing and accessories for professional and work safety use
4643501;shoe wholesaler
4643502;Wholesale trade of handbags, suitcases and travel goods
4644301;Wholesale of medicines and drugs for human use
4644302;Wholesale trade of medicines and drugs for veterinary use
4645101;Wholesale of instruments and materials for medical, surgical, hospital and laboratory use
4645102;Wholesale of prostheses and orthopedic articles
4645103;Wholesale of dental products
4646001;Wholesale of cosmetics and perfumery products
4646002;Wholesale of personal care products
4647801;Wholesale of office supplies and stationery
4647802;Wholesale of books, newspapers and other publications
4649401;Wholesale of electrical equipment for personal and domestic use
4649402;Wholesale trade of electronics for personal and domestic use
4649403;Wholesale of bicycles, tricycles and other recreational vehicles
4649404;Wholesale of furniture and bedding articles
4649404;Wholesale of furniture and bedding articles
4649405;Wholesale trade of upholstery, blinds and curtains
4649406;Wholesale trade of chandeliers, lamps and table lamps
4649407;Wholesale of films, CDs, DVDs, tapes and discs
4649408;Wholesale trade of hygiene, cleaning and home care products
4649409;Wholesale trade of hygiene, cleaning and home care products, with associated fractionation and packaging activity
4649410;Wholesale of jewelry, watches and costume jewelry, including polished precious and semiprecious stones
4649499;Wholesale of other equipment and articles for personal and household use not otherwise specified
4649499;Wholesale of other equipment and articles for personal and household use not otherwise specified
4651601;Wholesale of computer equipment
4651602;Wholesale trade of IT supplies
4652400;Wholesale of electronic components and telephony and communication equipment
4661300;Wholesale of machinery, apparatus and equipment for agricultural use, parts and pieces
4662100;Wholesale of machinery, equipment for earthmoving, mining and construction, parts and pieces
4663000;Wholesale trade of machinery and equipment for industrial use, parts and pieces
4664800;Wholesale of machinery, apparatus and equipment for dentalmedicalhospital use, parts and pieces
4665600;Wholesale trade of machinery and equipment for commercial use, parts and pieces
4669901;Wholesale trade of pumps and compressors, parts and pieces
4669999;Wholesale of other machinery and equipment nes, parts and pieces
4669999;Wholesale of other machinery and equipment nes, parts and pieces
4669999;Wholesale of other machinery and equipment nes, parts and pieces
4671100;Wholesale of wood and wood products
4672900;Wholesale of hardware and tools
4673700;Wholesale of electrical material
4674500;cement wholesale trade
4679601;Wholesale trade of paints, varnishes and similar products
4679602;Marble and granite wholesaler
4679603;Wholesale trade of glass, mirrors and stained glass
4679604;Specialized wholesale trade of construction materials not otherwise specified
4679699;Wholesale trade of building materials in general
4681801;Wholesale of fuel alcohol, biodiesel, gasoline and other petroleum products, except lubricants, not carried out by retail carrier (TRR)
4681802;Wholesale fuel trade carried out by retail carrier (TRR)
4681803;Wholesale trade of fuels of vegetable origin, except fuel alcohol
4681804;Wholesale trade of raw mineral fuels
4681805;Wholesale of lubricants
4682600;Wholesale trade of liquefied petroleum gas (LPG)
4683400;Wholesale trade of pesticides, manures, fertilizers and soil amendments
4684201;Wholesale trade of resins and elastomers
4684202;Wholesale of solvents
4684299;Wholesale of other chemical and petrochemical products not otherwise specified
4685100;Wholesale of steel and metallurgical products, except for construction
4686901;Wholesale of raw paper and cardboard
4686902;Wholesale of packaging
4687701;Wholesale trade of waste paper and cardboard
4687702;Wholesale trade of nonmetallic waste and scrap, except paper and cardboard
4687703;Wholesale trade of waste and scrap metal
4689301;Wholesale trade of mineral extraction products, except fuels
4689302;Wholesale trade of processed textile yarns and fibers
4689399;Specialized wholesale trade in other intermediate products not otherwise specified
4689399;Specialized wholesale trade in other intermediate products not otherwise specified
4691500;Wholesale trade of goods in general, with a predominance of food products
4692300;Wholesale trade of goods in general, with a predominance of agricultural inputs
4693100;Wholesale trade of goods in general, with no predominance of food or agricultural inputs
4711301;Retail trade of goods in general, with a predominance of food products  hypermarkets
4711302;Retail trade of goods in general, with a predominance of food products  supermarkets
4712100;Retail trade of goods in general, with a predominance of food products  mini markets, grocery stores and warehouses
4712100;Retail trade of goods in general, with a predominance of food products  mini markets, grocery stores and warehouses
4713001;Department stores or magazines
4713002;Variety stores, except department stores or department stores
4713003;International airport duty free shops
4721101;Bakery and confectionery with predominance of own production
4721102;Bakery and confectionery with predominance of resale
4721103;Retail trade of dairy and cold products
4721104;Retail sale of sweets, candies, bonbons and the like
4722901;Meat retail trade  butchers
4722902;Fishmonger
4723700;beverage retail trade
4724500;Retail trade of horticultural products
4729601;Tobacconist
4729699;Retail sale of food products in general or specialized in food products not otherwise specified
4729699;Retail sale of food products in general or specialized in food products not otherwise specified
4731800;Retail sale of fuel for motor vehicles
4732600;Retail trade of lubricants
4741500;Retail sale of paints and painting materials
4742300;Retail trade of electrical material
4743100;Glass retail trade
4744001;Retail sale of hardware and tools
4744002;Retail trade of wood and artifacts
4744003;Retail trade of plumbing materials
4744004;Retail trade of lime, sand, crushed stone, bricks and tiles
4744005;Retail sale of construction materials not otherwise specified
4744099;Retail trade of building materials in general
4751200;Specialized retail trade of computer equipment and supplies
4752100;Specialized retail trade of telephony and communication equipment
4753900;Specialized retail trade of home appliances and audio and video equipment
4754701;furniture retail trade
4754702;Retail sale of bedding articles
4754703;Retail trade of lighting items
4755501;fabric retail trade
4755502;Retail sale of haberdashery items
4755503;Retail trade of bed, table and bath articles
4756300;Specialized retail trade of musical instruments and accessories
4757100;Specialized retail trade of parts and accessories for electrical and electronic devices for domestic use, except for information technology and communication
4759801;Retail sale of upholstery, curtains and blinds
4759899;Retail sale of other household articles not otherwise specified
4759899;Retail sale of other household articles not otherwise specified
4761001;book retail trade
4761002;Retail trade of newspapers and magazines
4761003;Stationery retail trade
4762800;Retail sale of records, CDs, DVDs and tapes
4763601;Retail sale of toys and recreational items
4763602;Retail trade of sporting goods
4763603;Retail trade of bicycles and tricycles, parts and accessories
4763604;Retail sale of hunting, fishing and camping articles
4763605;Retail sale of boats and other recreational vehicles, parts and accessories
4771701;Retail sale of pharmaceutical products, without handling formulas
4771702;Retail sale of pharmaceutical products, with manipulation of formulas
4771703;Retail sale of homeopathic pharmaceutical products
4771704;Retail sale of veterinary drugs
4772500;Retail sale of cosmetics, perfumery and personal care products
4773300;Retail sale of medical and orthopedic items
4774100;Retail trade of optical articles
4781400;Retail sale of clothing and accessories
4782201;Footwear retail trade
4782202;Travel goods retail trade
4783101;Jewelery retail trade
4783102;Retail sale of watch articles
4784900;Retail sale of liquefied petroleum gas (LPG)
4785701;antiques retail trade
4785799;Retail sale of other used items
4789001;Retail sale of souvenirs, jewelry and handicrafts
4789002;Retail sale of natural plants and flowers
4789003;Art object retail trade
4789004;Retail sale of live animals and pet articles and food
4789005;Retail sale of household cleaning products
4789006;Retail sale of fireworks and pyrotechnic articles
4789007;Office equipment retailer
4789008;Retail sale of photographic and filming articles
4789009;Retail sale of weapons and ammunition
4789099;Retail sale of other products not otherwise specified
4789099;Retail sale of other products not otherwise specified
4911600;rail freight transport
4912401;Intercity and interstate passenger rail transport
4912402;Railway passenger transport in the city and metropolitan area
4912402;Railway passenger transport in the city and metropolitan area
4912403;subway transport
4921301;Collective road transport of passengers, with fixed route, municipal
4921302;Collective road transport of passengers, with fixed itinerary, intercity in metropolitan region
4921302;Collective road transport of passengers, with fixed itinerary, intercity in metropolitan region
4922101;Collective road transport of passengers, with a fixed itinerary, intercity, except in the metropolitan region
4922102;Collective road transport of passengers, with fixed itinerary, interstate
4922103;Public passenger transport by road, with a fixed route, international
4923001;Taxi service
4923002;Passenger transport service  car rental with driver
4924800;School bus
4924800;School bus
4929901;Collective road transport of passengers, under charter system, municipal
4929902;Collective road transport of passengers, under charter, intercity, interstate and international
4929903;Organization of excursions in own road vehicles, municipal
4929904;Organization of excursions in own road vehicles, intercity, interstate and international
4929999;Other road passenger transport not otherwise specified
4930201;Road freight transport, except dangerous goods and moving, municipal
4930202;Cargo road transport, except dangerous goods and moving, intercity, interstate and international
4930202;Cargo road transport, except dangerous goods and moving, intercity, interstate and international
4930203;Road transport of dangerous goods
4930204;Road transport of removals
4940000;pipeline transport
4950700;Tourist trains, cable cars and similar
5011401;Maritime cabotage transport  Cargo
5011402;Maritime cabotage transport  passengers
5012201;Long haul maritime transport  Cargo
5012202;Long haul maritime transport  Passengers
5021101;Transport by inland freight navigation, municipal, except crossing
5021102;Transport by inland cargo navigation, intercity, interstate and international, except crossing
5022001;Transport by inland navigation of passengers on regular lines, municipal, except crossing
5022002;Transport by inland navigation of passengers on regular, intercity, interstate and international lines, except crossing
5030101;Maritime support navigation
5030101;Maritime support navigation
5030102;Port support navigation
5030102;Port support navigation
5091201;Transport by crossing navigation, municipal
5091202;Transport by crossing navigation, intercity
5099801;Water transport for sightseeing
5099801;Water transport for sightseeing
5099801;Water transport for sightseeing
5099899;Other water transport not previously specified
5099899;Other water transport not previously specified
5111100;Regular passenger air transport
5112901;Air taxi service and aircraft rental with crew
5112999;Other nonscheduled passenger air transport services
5120000;air freight transport
5120000;air freight transport
5130700;space shuttle
5211701;General warehouses  issuance of warrant
5211702;furniture storage
5211799;Goods warehouses for third parties, except general warehouses and furniture storage
5212500;loading and unloading
5221400;Concessionaires for highways, bridges, tunnels and related services
5222200;Road and rail terminals
5223100;vehicle parking
5229001;Taxi transport support services, including call centers
5229002;Vehicle towing services
5229099;Other activities auxiliary to land transport not previously specified
5231101;Port infrastructure management
5231102;terminal operations
5232000;Shipping agency activities
5232000;Shipping agency activities
5239700;Auxiliary activities of water transport not previously specified
5240101;Operation of airports and landing fields
5240199;Auxiliary activities of air transport, except operation of airports and landing fields
5240199;Auxiliary activities of air transport, except operation of airports and landing fields
5250801;Dispatch Commissariat
5250802;Customs broker activities
5250803;Freight forwarding, except for maritime transport
5250804;Logistics organization of cargo transport
5250805;Multimodal transport operator  OTM
5310501;Activities of the National Post Office
5310502;Activities of Correio Nacional franchisees and licensees
5320201;Pouch services not performed by Correio Nacional
5320202;fast delivery services
5510801;hotels
5510802;apart hotels
5510803;motels
5590601;Hostels, except assistance
5590602;Campsites
5590603;Pensions (accommodation)
5590699;Other accommodation not previously specified
5611201;Restaurants and similar
5611202;Bars and other establishments specializing in serving drinks
5611203;Snack bars, tea houses, juice bars and similar
5612100;mobile food services
5620101;Supply of prepared food mainly for companies
5620102;Food services for events and receptions  buffet
5620103;Cantinas  private catering services
5620103;Cantinas  private catering services
5620104;Provision of food prepared predominantly for home consumption
5811500;book editing
5811500;book editing
5811500;book editing
5812300;newspaper editing
5812300;newspaper editing
5813100;magazine editing
5813100;magazine editing
5819100;Editing entries, lists and other graphic products
5819100;Editing entries, lists and other graphic products
5821200;Editing integrated with book printing
5822100;Integrated edition to newspaper printing
5823900;Editing integrated with magazine printing
5829800;Editing integrated with the printing of registers, lists and other graphic products
5911101;movie studios
5911102;Advertising film production
5911199;Film, video and television production activities not otherwise specified
5912001;dubbing services
5912002;Sound mixing services in audiovisual production
5912099;Film, video and television postproduction activities not otherwise specified
5913800;Film, video and television program distribution
5913800;Film, video and television program distribution
5914600;Film screening activities
5920100;Sound recording and music editing activities
5920100;Sound recording and music editing activities
5920100;Sound recording and music editing activities
5920100;Sound recording and music editing activities
6010100;radio activities
6010100;radio activities
6021700;open television activities
6022501;programmers
6022502;PayTVrelated activities, except programmers
6110801;Switched fixed telephony services  STFC
6110802;Telecommunications transport network services  SRTT
6110803;Multimedia communication services  SCM
6110899;Wired telecommunications services not otherwise specified
6120501;cellular mobile telephony
6120502;Specialized mobile service  SME
6120599;Wireless telecommunications services not otherwise specified
6130200;Satellite telecommunications
6130200;Satellite telecommunications
6141800;PayTV cable operators
6141800;PayTV cable operators
6142600;Microwave payTV operators
6142600;Microwave payTV operators
6143400;Satellite PayTV Operators
6143400;Satellite PayTV Operators
6190601;Providers of access to communications networks
6190602;Voice over internet protocol providers  VOIP
6190699;Other telecommunications activities not previously specified
6190699;Other telecommunications activities not previously specified
6190699;Other telecommunications activities not previously specified
6201500;Development of custom computer programs
6201500;Development of custom computer programs
6202300;Development and licensing of customizable computer programs
6203100;Development and licensing of noncustomizable computer programs
6204000;Consulting in information technology
6204000;Consulting in information technology
6209100;Technical support, maintenance and other information technology services
6311900;Data processing, application service providers and internet hosting services
6311900;Data processing, application service providers and internet hosting services
6319400;Portals, content providers and other information services on the internet
6391700;news agencies
6399200;Other information service provision activities not previously specified
6410700;central bank
6421200;commercial banks
6422100;Multiple banks, with commercial portfolio
6423900;savings banks
6424701;cooperative banks
6424702;central credit unions
6424703;mutual credit unions
6424704;rural credit unions
6431000;Multiple banks, without commercial portfolio
6432800;investment banks
6433600;development banks
6434400;development agencies
6435201;real estate credit companies
6435202;Savings and loan associations
6435203;mortgage companies
6436100;Credit, financing and investment  financial companies
6437900;Microentrepreneur credit societies
6438701;exchange banks
6438799;"""Other unspecified noncash intermediary institutions"
6440900;"previously"""
6450600;Lease
6461100;capitalization companies
6462000;Holdings of financial institutions
6463800;Holdings of nonfinancial institutions
6470101;Other holding companies, except holding companies
6470102;Investment funds, except pension and real estate
6470103;pension investment funds
6491300;real estate investment funds
6492100;Mercantile development companies  factoring
6493000;credit securitization
6499901;Management of consortiums for the acquisition of assets and rights
6499902;investment clubs
6499903;investment companies
6499904;credit guarantee fund
6499905;Corporate finance boxes
6499999;Granting of credit by OSCIP
6499999;Other financial services activities not otherwise specified
6511101;Other financial services activities not otherwise specified
6511102;life insurance
6512000;Funeral Assistance Plans
6520100;nonlife insurance
6530800;health insurance
6541300;Reinsurance
6542100;Closed supplementary pension
6550200;open supplementary pension
6611801;Health insurance
6611802;Stock Exchange
6611803;commodity exchange
6611804;Commodity and futures exchange
6612601;Management of organized overthecounter markets
6612602;Bond and securities brokerages
6612603;Dealers of bonds and securities
6612604;exchange brokers
6612605;Commodity contract brokers
6613400;Investment agents in financial investments
6619301;Credit card administration
6619301;Settlement and custody services
6619302;Settlement and custody services
6619303;Financial institution correspondents
6619304;Representations of foreign banks
6619305;ATMs
6619399;Debit Card Operators
6621501;Other activities auxiliary to financial services not previously specified
6621502;Insurance experts and appraisers
6622300;Auditing and actuarial consulting
6629100;Brokers and agents of insurance, supplementary pension plans and health
6630400;Auxiliary activities of insurance, private pension and health plans not previously specified
6630400;Fund management activities by contract or commission
6810201;Fund management activities by contract or commission
6810202;Buying and selling of own properties
6821801;Own property rental
6821802;Brokerage in the purchase and sale and valuation of real estate
6822600;Real estate rental brokerage
6911701;Real estate management and administration
6911702;legal services
6911703;Auxiliary activities of justice
6912500;industrial property agent
6920601;Registry Offices
6920602;accounting activities
7020400;Accounting and tax consulting and audit activities
7111100;Business management consulting activities, except specific technical consulting
7112000;architectural services
7119701;Engineering services
7119702;Cartography, topography and geodesy services
7119703;Geological study activities
7119704;Technical drawing services related to architecture and engineering
7119799;Technical expertise services related to work safety
7120100;Technical activities related to engineering and architecture not otherwise specified
7210000;Technical tests and analysis
7220700;Research and experimental development in physical and natural sciences
7311400;Research and experimental development in social sciences and humanities
7312200;Publicity agencies
7319001;Agency of spaces for advertising, except in communication vehicles
7319002;Creation of stands for fairs and exhibitions
7319002;Sales promotion
7319003;Sales promotion
7319004;Direct marketing
7319099;advertising consultancy
7320300;Other advertising activities not otherwise specified
7410201;Market and public opinion research
7410202;Design
7420001;Inner decoration
7420001;Photo production activities, except aerial and underwater
7420002;Photo production activities, except aerial and underwater
7420003;Aerial and underwater photography production activities
7420004;photo labs
7420005;Filming parties and events
7490101;microfilming services
7490102;Translation, interpretation and similar services
7490103;Scuba Diving and Diving
7490104;Agronomy and consulting services for agricultural and livestock activities
7490105;Intermediation activities and agency services and business in general, except real estate
7490199;Agency of professionals for sports, cultural and artistic activities
7500100;Other professional, scientific and technical activities not previously specified
7711000;veterinary activities
7719501;Driverless car rental
7719502;Leasing of vessels without crew, except for recreational purposes
7719599;Aircraft leasing without crew
7721700;Rental of other means of transport not previously specified, without a driver
7722500;Rental of recreational and sports equipment
7723300;Rental of videotapes, DVDs and similar
7729201;Rental of clothing, jewelry and accessories
7729202;Rental of electronic game devices
7729202;Rental of furniture, fixtures and appliances for domestic and personal use, musical instruments
7729203;Rental of furniture, fixtures and appliances for domestic and personal use, musical instruments
7729299;Medical equipment rental
7731400;Rental of other personal and household objects not previously specified
7732201;Rental of agricultural machinery and equipment without operator
7732202;Rental of machinery and equipment for construction without an operator, except scaffolding
7733100;scaffolding rental
7739001;Rental of office machinery and equipment
7739002;Rental of machinery and equipment for extracting minerals and oil, without operator
7739003;Rental of scientific, medical and hospital equipment, without operator
7739099;Rental of stages, roofs and other structures for temporary use, except scaffolding
7739099;Rental of other commercial and industrial machinery and equipment not specified above, without operator
7740300;Rental of other commercial and industrial machinery and equipment not specified above, without operator
7810800;Management of nonfinancial intangible assets
7820500;Labor selection and agency
7830200;Temporary labor hire
7911200;Provision and management of human resources for third parties
7912100;travel agencies
7990200;tour operators
7990200;Reservation services and other tourism services not otherwise specified
8011101;Reservation services and other tourism services not otherwise specified
8011102;Surveillance and private security activities
8012900;Guard dog training services
8020000;Cash transport activities
8030700;Security systems monitoring activities
8111700;Private investigation activities
8111700;Combined services to support buildings, except building condominiums
8112500;Combined services to support buildings, except building condominiums
8121400;building condominiums
8122200;Cleaning in buildings and homes
8129000;Immunization and control of urban pests
8129000;Cleaning activities not previously specified
8130300;Cleaning activities not previously specified
8211300;landscaping activities
8219901;Combined office and administrative support services
8219999;photocopies
8220200;Document preparation and specialized administrative support services not otherwise specified
8230001;call center activities
8230002;Organization services for fairs, congresses, exhibitions and parties
8291100;Party and event houses
8292000;Billing activities and registration information
8299701;Bottling and packaging under contract
8299702;Measurement of electricity, gas and water consumption
8299703;Issuance of food vouchers, transportation vouchers and the like
8299704;Stamp engraving services, except making
8299705;independent auctioneers
8299706;Contract fundraising services
8299707;lottery houses
8299799;Internet access rooms
8411600;Other service activities provided primarily to companies not otherwise specified
8411600;public administration in general
8412400;public administration in general
8413200;Regulation of health, education, cultural services and other social services
8421300;Regulation of economic activities
8422100;foreign relations
8423000;Defense
8424800;Justice
8425600;Security and public order
8430200;Civil defense
8511200;Mandatory social security
8512100;Early childhood education  day care
8513900;Early Childhood Education  Preschool
8520100;Elementary School
8531700;High school
8532500;Higher education  graduation
8533300;Higher education  undergraduate and graduate
8541400;Higher education  graduate and extension
8542200;Technical level professional education
8550301;Technological level professional education
8550302;School fund management
8591100;Education support activities, except school boxes
8592901;sports teaching
8592902;dance teaching
8592903;Teaching of performing arts, except dance
8592999;music teaching
8593700;Teaching of arts and culture not otherwise specified
8599601;language teaching
8599602;driver training
8599603;piloting courses
8599604;computer training
8599605;Training in professional and managerial development
8599699;Preparatory courses for competitions
8610101;Other teaching activities not previously specified
8610102;Hospital care activities, except emergency room and emergency care units
8621601;Service activities in emergency rooms and hospital units for emergency care
8621602;mobile ICU
8622400;Mobile emergency care services, except for mobile ICU
