name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,dissolution_date,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,reason_for_administrative,mailing_international_address,office_jurisdiction_3
"I AM PERFECT FOR ME, LLC",LLC,Active,Annual report past due,1346759,2021-03-31,915 MAIN ST APT 612,HARTFORD,United States,06103,CT,FORMEIAMPERFECT@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,True,True,True,True,False,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
AVILA HOME RENOVATION LLC,LLC,Active,,1346760,2022-03-31,150 ABRAM STREET,STRATFORD,United States,06614,CT,AVILAHOMERENOVATION@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
RIBEIRO SERVICES LLC,LLC,Active,,1346761,2022-03-31,43 ROSE ST,HARTFORD,United States,06106,CT,jdubois@ddtaxprep.com,Domestic,2020-06-09,CT,Connecticut,True,False,True,False,False,All Other Support Services (561990),,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
CT SUPREME ELITE LLC,LLC,Active,Annual report past due,1346762,2021-03-31,85 MAPLEWOOD DRIVE,MONROE,United States,06468,CT,KWAMEBURWELL@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
SWIM LESSONS WITH AMANDA LLC,LLC,Active,Annual report past due,1346763,2021-03-31,51 HAWTHORN WAY,WETHERSFIELD,United States,06109,CT,SWIMLESSONSWAMANDA@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,True,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
SQUEAKY CLEAN WASH LLC,LLC,Active,Annual report past due,1346764,2021-03-31,1374 KOSSUTH STREET,BRIDGEPORT,United States,06608,CT,MALIKMORGAN012@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"T. S. BEAMON TRANSPORT SERVICES, LLC",LLC,Active,,1346765,2022-03-31,615 West Johnson Ave,Cheshire,United States,06410,CT,tsbeamon@tsbeamonts.com,Domestic,2020-06-09,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,Ste 202,,,,,
"HARPSPACE HAPPENING, LLC",LLC,Active,,1346766,2022-03-31,38 PASSARO DRIVE,EAST HARTFORD,United States,06108,CT,harpspace@comcast.net,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
GEL INVESTMENTS LLC,LLC,Active,Annual report past due,1346772,2021-03-31,134 N. FAIR STREET,GUILFORD,United States,06437,CT,DTEODOSIO@PPMGROUPLLC.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),523110.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"ELITE TECHNOLOGY, LLC",LLC,Active,Annual report past due,1346773,2021-03-31,51 SCHUYLER AVENUE APT 5B,STAMFORD,,06902,CT,GSLINSKY@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"ELITE SECURITY, LLC",LLC,Active,Annual report past due,1346774,2021-03-31,51 SCHUYLER AVE APT 5B,STAMFORD,,06905,CT,GSLINSKY@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Security Guards and Patrol Services (561612),561612.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"DOM MICROGRID, LLC",LLC,Active,,1346776,2022-03-31,88 BLACK FALCON AVE STE 342,BOSTON,United States,02210,MA,epanos@citizensenergy.com,Foreign,2020-06-09,MA,MA,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:08:43.5433333,,2020-06-10,"DOM MICROGRID, LLC",United States,,"88 BLACK FALCON AVE STE 342, BOSTON, MA, 02210,",88 BLACK FALCON AVE STE 342,BOSTON,MA,02210,,"88 BLACK FALCON AVE STE 342, BOSTON, MA, 02210, United States",88 BLACK FALCON AVE STE 342,BOSTON,MA,02210,United States,,,,,,
SMART EYE ENGINEERING LLC,LLC,Active,Annual report past due,1346777,2021-03-31,5 BAKER HILL RD.,COLUMBIA,United States,06237,CT,SMARTEYEENGINEERING@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"GREEN CREST INVESTMENTS, LLC",LLC,Active,,1346779,2022-03-31,"172 CENTER ST., STE. 202, #2869",JACKSON,United States,83001,WY,Info@corporatedirect.com,Domestic,2020-06-09,WY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"E-DIVINE HEALTH CARE SERVICES, LLC",LLC,Active,,1346780,2022-03-31,159 MEADOW STREET,NAUGATUCK,United States,06770,CT,karengpsn@yahoo.co.uk,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,All Other Outpatient Care Centers (621498),621498.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"OZ APPAREL, LLC",LLC,Active,Annual report past due,1346781,2021-03-31,36 WILLIAM ST,STAMFORD,United States,06902,CT,OZAPPERAL1@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
GENESIS INVESTMENT BANK & PRIVATE STATUTORY TRUST,Statutory Trust,Active,,1346782,2021-06-09,66 COWDRAY AVENUE,SERANGOON GARDEN ESTATE 558067,,,CT,,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
MAXBEL L DONAIRE CONSULTING LLC,LLC,Active,Annual report past due,1346788,2021-03-31,305 WEST MAIN ST APT 1,STAMFORD,,06902,CT,MAXLEOD90@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
MENACE INC.,Stock,Active,,1346793,2022-11-02,27 HAMILTON DR,DANBURY,United States,06811,CT,MENACELANDSCAPE@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.1066667,3.0,,,,,,,,,,,,,,,,,,,,,,
"VRAI OF LIFE, LLC",LLC,Dissolved,,1346795,2021-03-31,45 RIDGEVIEW AVE,GREENWICH,,06830,CT,,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1066667,,,,,2021-01-19T00:00:00.000,,,,,,,,,,,,,,,,,,
900 MERRITT LLC,LLC,Active,Annual report past due,1346798,2021-03-31,919 MERRITT STREET,BRIDGEPORT,,06606,CT,,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
"ZAMAR PERFORMING ARTS GROUP, LLC",LLC,Active,Annual report past due,1346809,2021-03-31,25 THIRD STREET #306,STAMFORD,United States,06905,CT,PROCESSING@MYCORPORATION.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
COLOMBO BUSINESS CONSULTING LLC,LLC,Active,,1346829,2022-03-31,69 MILLSTONE DRIVE,MARLBOROUGH,United States,06447,CT,cjcsubscriptions@comcast.net,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
THE BIG WHITE BOX LLC,LLC,Active,Annual report past due,1346831,2021-03-31,45 SEASIDE AVE,BRIDGEPORT,United States,,CT,MANDI@JENNSONLINE.COM,Domestic,2020-06-09,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:44.1866667,,,,,,,,,,,,,,,,,,,,,,,
JOHNSON ENVIRONMENTAL LLC,LLC,Active,Annual report past due,1346844,2021-03-31,30 EDWARDS STREET,GUILFORD,United States,06437,CT,LUKEJOHNSON110285@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Environmental Consulting Services (541620),541620.0,2021-11-10 00:08:44.2166667,,,,,,,,,,,,,,,,,,,,,,,
GROWTH DYNAMIX LLC,LLC,Active,,1346845,2022-03-31,23 DUBOIS STREET,DARIEN,United States,06820,CT,marc@marcioli.com,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:44.2166667,,,,,,,,,,,,,,,,,,,,,,,
KIMARI KOUTURE LLC,LLC,Active,,1346872,2022-03-31,119 PINE CREEK AVE,FAIRFIELD,United States,06824,CT,kimarikouture@yahoo.com,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:44.7633333,,,,,,,,,,,,,,,,,,,,,,,
GUYZERS & CO LLC,LLC,Active,Annual report past due,1346951,2021-03-31,1295 EAST MAIN ST APT 6,WATERBURY,United States,06705,CT,GUYZERSANDCOMPANY@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:08:45.5133333,,,,,,,,,,,,,,,,,,,,,,,
312 WEST SHORE LLC,LLC,Active,,1346988,2022-03-31,28 SHAKER BAY ROAD  28 SHAKER BAY ROAD,LATHAM,United States,12110,NY,PAUL.HARDING@1800LAW1010.COM,Domestic,2020-06-09,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.0600000,,,,,,,,,,,,,,,,,,,,,,,
159 SOUTH SHORE LLC,LLC,Active,,1346989,2022-03-31,28 SHAKER BAY ROAD  28 SHAKER BAY ROAD,LATHAM,United States,12110,NY,PAUL.HARDING@1800LAW1010.COM,Domestic,2020-06-09,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.0600000,,,,,,,,,,,,,,,,,,,,,,,
EUROGREEN INVESTMENT BANK & STATUTORY TRUST,Statutory Trust,Active,,1347006,2021-06-09,"CALLE LAS ORQUIDEAS NO.585 EDIFICIO FIBRA, PISO 12/13 SAN ISIDRO",LIMA,PER,,,,Domestic,2020-06-09,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1066667,,,,,,,,,,,,,,,,,,,,,,,
"ALIGNED CAPITAL ADVISORS, LLC",LLC,Active,,1347023,2022-03-31,165 HUBBELL LANE,FAIRFIELD,United States,06824,CT,mja1220a@gmail.com,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),523930.0,2021-11-10 00:08:43.4666667,,,,,,,,,,,,,,,,,,,,,,,
"INSPIRE LASER VISION CENTER, LLC",LLC,Active,,1347043,2022-03-31,4 CORPORATE DRIVE SUITE 380,SHELTON,United States,06484,CT,jsokol@ctispec.com,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Office Machinery and Equipment Rental and Leasing (532420),532420.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
LAND OF THAI LLC,LLC,Active,,1347067,2022-03-31,350 E MAIN ST,CLINTON,United States,06413,CT,landofthaict@gmail.com,Domestic,2020-06-09,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
STILEZ LLC,LLC,Active,Annual report past due,1347142,2021-03-31,23 DEVERON DRIVE,MADISON,,06443,CT,,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,,,,,
EXTENSIS HRO LLC,LLC,Active,,1347145,2022-03-31,900 ROUTE 9 NORTH,WOODBRIDGE,United States,07095,NJ,CLS-CTARMSEVIDENCE@WOLTERSKLUWER.COM,Foreign,2020-06-09,DE,DE,False,False,False,False,False,Professional Employer Organizations (561330),,2021-11-10 00:08:44.2300000,,2020-06-01,EXTENSIS HRO LLC,United States,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,
"MADISON INVESTMENT PROPERTIES, LLC",LLC,Active,,1347146,2022-03-31,626 SOUTH OWL DRIVE,BIRD KEY,United States,34236,FL,si_duques@yahoo.com,Domestic,2020-06-09,FL,Connecticut,False,False,False,False,False,"Trust, Fiduciary, and Custody Activities (523991)",,2021-11-10 00:08:44.2300000,,,,,,,,,,,,,,,,,,,si_duques@yahoo.com,,,,
BACKTOWORK APP LLC,LLC,Withdrawn,,1347149,2021-03-31,20 WESTPORT RD,WILTON,,06897,CT,,Foreign,2020-06-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:44.2300000,,2020-06-09,BACKTOWORK APP LLC,,,,,,,,,,,,,,,,,,,,
"ELEMENTAL OPCO, LLC",LLC,Withdrawn,,1347150,2021-03-31,20 WESTPORT RD,WILTON,,06897,CT,,Foreign,2020-06-09,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:44.2300000,,2020-06-09,"ELEMENTAL OPCO, LLC",,,,,,,,,,,,,,,,,,,,
"NATIONAL PURCHASING PARTNERS, LLC",LLC,Active,,1347152,2022-03-31,1100 OLIVE WAY SUITE 605,SEATTLE,United States,98101,WA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-06-09,WA,WA,False,False,False,False,False,Direct Health and Medical Insurance Carriers (524114),,2021-11-10 00:08:44.2300000,,2020-06-01,"NATIONAL PURCHASING PARTNERS, LLC",United States,,,,,,,,,,,,,,,,,,,
"CONNECTIVITY VENUES, LLC",LLC,Active,,1347153,2022-03-31,1101 NORTH CONGRESS AVENUE,BOYNTON BEACH,United States,33426,FL,VNUNEZ@CONNECTIVITYWIRELESS.COM,Foreign,2020-06-09,DE,DE,False,False,False,False,False,Wired Telecommunications Carriers (517311),,2021-11-10 00:08:44.7633333,,2020-06-09,"CONNECTIVITY VENUES, LLC",United States,,,,,,,,,,,,,,,,,,,
BETTER HOME SOLUTIONS LLC,LLC,Dissolved,,1346683,2021-03-31,51 NORTH STREET,WINDSOR LOCKS,United States,06096,CT,DANNYXAVIER18@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:04:27.6400000,,,,,2020-10-03T00:00:00.000,,,,,,,,,,,,,,,,,,
LEGEND AUTO RENTAL LLC,LLC,Dissolved,,1346662,2021-03-31,23 STEPHANA LANE,WATERBURY,United States,06710,CT,YITZYKAPLAN@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Passenger Car Rental (532111),,2021-11-10 00:04:59.4966667,,,,,2020-07-14T00:00:00.000,,,,,,,,,,,,,,,,,,
"SMS ENGINEERING, P.C.",Non-Stock,Withdrawn,,1346626,2021-06-09,"108 WEST 39TH STREET, SUITE 500",NEW YORK,United States,10018,NY,SCOTT@SMSENGINEERINGPC.COM,Foreign,2020-06-09,NY,NY,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:05:05.0933333,,2020-06-09,"SMS ENGINEERING, P.C.",United States,,,,,,,,,,,,,,,,,,,
"ASPETUCK HOLDINGS I, INC.",Non-Stock,Dissolved,,1346752,2020-09-07,No information provided,,,,,JOE@CONSTITUTIONMGMT.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:05:34.0333333,,,,,2020-06-16T00:00:00.000,,,,,,,,,,,,,,,,,,
TERRA CAFE LORDSHIP MARKET LLC,LLC,Dissolved,,1346657,2021-03-31,348 STRATFORD RD,STRATFORD,United States,06615,CT,ATLANTISLLC@GMAIL.COM,Domestic,2020-06-09,CT,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",,2021-11-10 00:03:33.9433333,,,,,2020-10-30T00:00:00.000,,,,,,,,,,,,,,,,,,
KAG ENVIRONMENTAL LLC,LLC,Active,,1346769,2022-03-31,17 BEAVER DAM TRAIL,OLD SAYBROOK,United States,06475,CT,karruda88@gmail.com,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
2020 MAHODARAYA LLC,LLC,Active,Annual report past due,1346770,2021-03-31,127 TATHAM ROAD,BENSALEM,United States,19020,PA,GUNPATEL23@GMAIL.COM,Domestic,2020-06-10,PA,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"SMS ENGINEERING, P.C.",Stock,Active,Annual report past due,1346771,2021-06-10,"108 WEST 39TH STREET, SUITE 500",NEW YORK,United States,10018,NY,SCOTT@SMSENGINEERINGPC.COM,Foreign,2020-06-10,NY,NY,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:43.5433333,,2020-06-10,"SMS ENGINEERING, P.C.",United States,,,,,,,,,,,,,,,,,,,
"142 BRYDEN TERRACE, LLC",LLC,Active,,1346775,2022-03-31,191 LINWOOD AVENUE,WASHINGTON TOWNSHIP,United States,07676,NJ,christineimbarrato@gmail.com,Domestic,2020-06-10,NJ,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
CHANGE MEADOWBROOK MANOR INCORPORATED,Stock,Active,Annual report past due,1346778,2021-09-07,1251 SOUTH MAIN STREET,MIDDLETOWN,United States,06457,CT,DGIBBS@CHANGEINCONLINE.ORG,Domestic,2020-06-10,CT,Connecticut,False,False,False,True,False,Assisted Living Facilities for the Elderly (623312),623312.0,2021-11-10 00:08:43.5433333,100.0,,,,,,,,,,,,,,,,,,,,,,
OLIVER DELI & PIZZA LLC,LLC,Active,,1346784,2022-03-31,2 LONG RIDGE ROAD,WEST REDDING,United States,06896,CT,oliversdelipizza@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
MILES & FRIENDS MENTORSHIP PROGRAMME INC,Non-Stock,Active,First report past due,1346785,2020-09-08,No information provided,,,,,MILESANDFRIENDSMENTORSHIP@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Other Grantmaking and Giving Services (813219),813219.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
MASTERS TOWING & CO. LLC,LLC,Active,,1346786,2022-03-31,"80 SHELTER ROCK ROAD, SUITE 2",DANBURY,United States,06810,CT,ramon.specialties@yahoo.com,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Motor Vehicle Towing (488410),488410.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
HANDY MANDY LLC,LLC,Active,Annual report past due,1346787,2021-03-31,5 NASH PL,NORWALK,United States,06854,CT,NINOMAZARY@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:43.5433333,,,,,,,,,,,,,,,,,,,,,,,
"THE NATIONAL CHURCH OF GOD AND SAINTS OF CHRIST, INC.",Non-Stock,Active,Annual report past due,1346789,2021-06-10,15008 NAPLES AVENUE,CLEVELAND,United States,44128-6645,OH,DANIEL.BASKIN@DLBASKIN.COM,Foreign,2020-06-10,OH,OH,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:44.1066667,,2020-06-10,"THE NATIONAL CHURCH OF GOD AND SAINTS OF CHRIST, INC.",United States,,,,,,,,,,,,,,,,,,,
CLAIRE WEISZ ARCHITECTS LLP,LLP,Active,,1346790,2022-06-10,224 CENTRE STREET 5TH FL.,NEW YORK,United States,10013,NY,amy@wxystudio.com,Foreign,2020-06-10,NY,NY,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:08:44.1066667,,2019-03-01,CLAIRE WEISZ ARCHITECTS LLP,United States,,,,,,,,,,,,,,,,,,,
"DD & G REALTY, LLC",LLC,Active,,1346791,2022-03-31,8 COLLEGE STREET,OLD SAYBROOK,United States,06475,CT,david@ligct.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
ELITE HOME WARRANTY LLC,LLC,Active,,1346792,2022-03-31,"533 KINGS HIGHWAY, 2ND FLOOR",BROOKLYN,United States,11223,NY,isaacm@werelite.com,Foreign,2020-06-10,DE,DE,False,False,False,False,False,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",524128.0,2021-11-10 00:08:44.1066667,,2020-06-09,ELITE HOME WARRANTY LLC,United States,,"16192 COASTAL HWY, LEWES, DE, 19958, United States",16192 COASTAL HWY,LEWES,DE,19958,United States,"16192 COASTAL HWY, LEWES, DE, 19958, United States",16192 COASTAL HWY,LEWES,DE,19958,United States,,,,,,
JP ON DA TRACK PRODUCTIONS LLC,LLC,Dissolved,,1346794,2021-03-31,125 OLD FARMS RD,CHESHIRE,United States,06410,CT,JOSH.BURDICK@CHEBAHUT.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:44.1066667,,,,,2021-06-07T00:00:00.000,,,,,,,,,,,,,,,,,,
RT PAINTS LLC,LLC,Active,Annual report past due,1346796,2021-03-31,280 MORRIS AVE,BRISTOL,United States,06010,CT,RTPAINTS280@YAHOO.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
PROFESSIONAL INSPECTIONS LLC,LLC,Active,,1346797,2022-03-31,13 MOTT HILL RD,EAST HAMPTON,United States,06424,CT,joemichael87@gmail.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Building Inspection Services (541350),541350.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
FUSE FISHING LLC,LLC,Active,,1346799,2022-03-31,243 BACON POND ROAD,WOODBURY,United States,06798,CT,steven@fishfuse.com,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Sporting and Athletic Goods Manufacturing (339920),339920.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
"MBC SERVICES, INC.",Stock,Active,,1346800,2022-06-30,597 WESTPORT AVENUE UNIT C260,NORWALK,United States,06851,CT,MBRADLEY@MBCSINC.COM,Domestic,2020-06-10,CT,Connecticut,True,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:08:44.1066667,100.0,,,,,,,,,,,,,,,,,,,,,,
INNER-CITY MOONSHOT LLC,LLC,Active,Annual report past due,1346801,2021-03-31,54 AGNES STREET,BRIDGEPORT,United States,06606,CT,ELOMAX76@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,Computer Training (611420),611420.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
"24 WARWICK DRIVE, LLC",LLC,Active,,1346802,2022-03-31,435 WEST 23 # 17EF,NEW YORK,United States,10011,NY,dursoadmn@gmail.com,Domestic,2020-06-10,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,dursoadmn@gmail.com,,,,
TFD SERVICES LLC,LLC,Active,Annual report past due,1346803,2021-03-31,41 THOMAS STREET,WEST HARTFORD,United States,06119,CT,PAUL@ACCOUNTINGSERVICESCT.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
"CLARKS FALLS, LLC",LLC,Active,Annual report past due,1346804,2021-03-31,15 CLARKS FALLS,NORTH STONINGTON,United States,06359,CT,NICKEABS@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.1066667,,,,,,,,,,,,,,,,,,,,,,,
"POMEROY TECHNOLOGIES, LLC",LLC,Active,,1346805,2022-03-31,1020 PETERSBURG ROAD,HEBRON,United States,41048,KY,tax@pomeroy.com,Foreign,2020-06-10,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:44.1533333,,2020-06-10,"POMEROY TECHNOLOGIES, LLC",United States,,,,,,,,,,,,,,,tax@pomeroy.com,,,,
VTR FRESH MARKET INC.,Stock,Active,,1346806,2022-09-03,1030 LITCHFIELD ROAD,WATERTOWN,United States,06795,CT,RUBEL288@GMAIL.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Fuel Dealers (454310),454310.0,2021-11-10 00:08:44.1533333,200.0,,,,,,,,,,,,,,,,,,,,,,
VTR LITCHFIELD LLC,LLC,Active,Annual report past due,1346807,2021-03-31,1030 LITCHFIELD ROAD,"WATERTOWN, CT",United States,06795,CT,CLIFF@GREYROCKACCOUNTING.COM,Domestic,2020-06-10,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
"JBS EXPRESS TRANSPORTATION, LLC.",LLC,Active,,1346808,2022-03-31,125 ASHCRAFT RD,NEW LONDON,United States,06320,CT,TRUCK-41@COMCAST.NET,Domestic,2020-06-10,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:44.1533333,,,,,,,,,,,,,,,,,,,,,,,
