name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
"STAKE OR DIE, LLC",LLC,Active,1368862,2021-03-31,,24 MAIN ST. SUITE 332,CLINTON,United States,06413,CT,THE_DUSKY@HEY.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
3 WASHINGTON AVE LLC,LLC,Active,1368863,2022-03-31,,1283 ENFIELD STREET,ENFIELD,United States,06082,CT,elizkind@hotmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
HOW BAD DO YOU WANT IT LLC,LLC,Active,1368866,2022-03-31,,21 BEECH ROAD,ENFIELD,United States,06082,CT,compliance@zenbusiness.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
"WORRELL INVESTMENT FUND, LLC",LLC,Active,1368868,2022-03-31,,6 MARTIN LANE,WEST HAVEN,United States,06516,CT,hayden.worrell@worcons.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,Miscellaneous Intermediation (523910),523910.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
STUNTWERX LLC,LLC,Active,1368869,2022-03-31,,60 HEMLOCK PL,MIDDLETOWN,United States,06457,CT,paskiewiczd@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
OCASIO & SON?S TRANSPORTATION LLC,LLC,Active,1368870,2021-03-31,,641 BROADVIEW TERRACE,HARTFORD,United States,06106,CT,OCASIOANDSONS@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
KVS LOGISTICS LLC,LLC,Active,1368871,2022-03-31,,659 BIRMINGHAM ST.,BRIDGEPORT,United States,06606,CT,kvslogisticsllc@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
JACOB LAPLANTE DESIGN LLC,LLC,Active,1368872,2022-03-31,,100 MORGAN STREET APT 212A APT 212A,STAMFORD,United States,06905,CT,JacobDLaPlante@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
"GREATVIEW II CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,1368873,2022-01-14,,205 WILLOWBROOK AVENUE,STAMFORD,United States,06902,CT,AUGUST.LENHART@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"PRIMERICA MORTGAGE, LLC",LLC,Active,1368876,2022-03-31,2020-12-08,1 PRIMERICA PARKWAY,DULUTH,United States,30099,GA,ANNUALREPORTS@PRIMERICA.COM,"PRIMERICA MORTGAGE, LLC",Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
HAPPY SEED LLC,LLC,Active,1368878,2021-03-31,,31 MAIN STREET,JEWETT CITY,United States,06351,CT,BARATZREALTYMETZGER@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
BESPOKE SALON LLC,LLC,Active,1368881,2022-03-31,,2719 BERLIN TURNPIKE,NEWINGTON,United States,06111,CT,rachelsauvron@yahoo.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
FREDDY DEIBY GUAMANRRIGRA BERMEO LLC,LLC,Active,1368882,2021-03-31,,184 OSBORNE ST.,DANBURY,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
REGION 1 QUARTER MIDGET ALUMNI ASSOCIATION CORP,Non-Stock,Active,1368883,2021-03-08,,No information provided,,,,,JMORGILLO55@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:46.1700000,,First report past due,,,,,,,,,,,,,,,,,,
"COLUMBIA BROOKFIELD OPCO, LLC",LLC,Active,1368884,2021-03-31,2020-12-08,1910 FAIRVIEW AVE E STE 300,SEATTLE,,98102,WA,,"COLUMBIA BROOKFIELD OPCO, LLC",Foreign,,2020-12-08,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
LOTUS SOLUTIONS LLC,LLC,Active,1368887,2021-03-31,,31 FLORENCE WAY,FARMINGTON,United States,06032,CT,JAISWAL_SHAILY@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
26 ELM ST LLC,LLC,Active,1368888,2021-03-31,,7 BRIDLE CIRCLE,TORRINGTON,United States,06790,CT,ALIA@BENNETTCOCPA.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
CARING HEARTS2 INCORPORATED,Non-Stock,Active,1368890,2022-02-23,,44 ABBY LN APT 4111,DANBURY,United States,06810,CT,CHIDDICKHERMION1@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Community Housing Services (624229),,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
A&J TRASPORT LLC,LLC,Active,1368892,2021-03-31,,40 SISSON STREET,EAST HARTFORD,United States,06118,CT,MELENDEZ2263@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
ALTER DOMUS INC.,Stock,Active,1368893,2021-12-08,2021-01-01,225 W WASHINGTON ST 9TH FL,CHICAGO,,60606,IL,LEGAL@ALTERDOMUS.COM,ALTER DOMUS INC.,Foreign,,2020-12-08,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:46.1700000,,Annual report due,,,,,,,,,,,,,,,,,,
HAIR TO INSPIRE LLC,LLC,Active,1368894,2022-03-31,,1603 BOSTON POST RD SUITE 24,MILFORD,United States,06460,CT,hairtoinspire@yahoo.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
JOEL & SON LLC,LLC,Active,1368895,2021-03-31,,81 ALLENDALE RD,HARTFORD,United States,06106,CT,RAMOSJOEL14@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
DAMATO REALTY MANAGEMENT LLP,LLP,Renunciated,1368896,2021-12-08,,730 HEBRON AVE,GLASTONBURY,United States,06033,CT,INFO@DCCGLASTONBURY.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
"MIKE ANTHONY, LLC",LLC,Active,1368897,2021-03-31,,31 MOREHOUSE AVENUE,MILFORD,United States,06460,CT,CITERELLACPA@AOL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
WILKINSON FARM LLC,LLC,Active,1368898,2022-03-31,,10A CHESBRO BRIDGE ROAD,COLUMBIA,United States,06237,CT,mwilkins93@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,True,False,False,False,Forest Nurseries and Gathering of Forest Products (113210),113210.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
CARPENTRY/PAINTING BY KEN ZITO LLC,LLC,Active,1368899,2021-03-31,,94 TORRINGTON AVE,COLLINSVILLE,United States,06019,CT,KENZITO57@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,True,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
TGN 117 LLC,LLC,Active,1368900,2022-03-31,,167 ROWAYTON AVENUE,NORWALK,United States,06853,CT,maryj@asmwct.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
NAHUELPAN PROPERTIES LLC,LLC,Active,1368901,2021-03-31,,565 JARVIS STREET,CHESHIRE,United States,06410,CT,MMONTOYA87@ICLOUD.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
844 FIELD STREET LLC,LLC,Active,1368902,2021-03-31,,1301 NW 6TH STREET,BOCA RATON,United States,33486,FL,MKRAWIEC327@GMAIL.COM,,Domestic,,2020-12-08,FL,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
SLD HOMES LLC,LLC,Active,1368903,2022-03-31,,"305 WEST MAIN STREET, SUITE 2-1102",AVON,United States,06001,CT,sldhomebuyers@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
"33 TWO STONE, LLC",LLC,Active,1368904,2022-03-31,,26 STILLWOLD DRIVE,WETHERSFIELD,United States,06109,CT,ARCATRICALA@COX.NET,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
EXCELLENCE IN MEASUREMENT TECHNOLOGY LLC,LLC,Active,1368905,2021-03-31,,247 DEMING ST,SOUTH WINDSOR,United States,06074,CT,MAG@EXCELLENCEINMEASUREMENT.COM,,Domestic,,2020-12-08,CT,Connecticut,True,True,True,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"RECREATION RIDES, LLC",LLC,Active,1368909,2022-03-31,,47 KEITH CIRCLE,KILLINGWORTH,United States,06419,CT,Paulwardcpa@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
BRANSTAM LLC,LLC,Active,1368910,2022-03-31,,375 FAIRFIELD AVENUE BUIDLING 1,STAMFORD,United States,06902,CT,imlaque@swcoffice.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
LITERATI LOUNGE LLC,LLC,Active,1368911,2021-03-31,,22,OLD SAYBROOK,United States,06475,CT,KPETRUS@LITERATILOUNGE.COM,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Book Stores (451211),451211.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"MOE'S MOVING & STORAGE, LLC",LLC,Active,1368912,2021-03-31,2020-12-08,15 MURPHY RD  15 MURPHY RD,FRANKLIN,United States,06254,CT,JCARCIERI@DARROWEVERETT.COM,"MOE'S MOVING & STORAGE, LLC",Foreign,United States,2020-12-08,RI,RI,False,False,False,False,False,Used Household and Office Goods Moving (484210),484210.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
FIGHTING FORCE AIRSOFT AND DESIGNS LLC,LLC,Active,1368913,2022-03-31,,1 EDEN AVENUE,SOUTHINGTON,United States,06489,CT,Fightingforceairsoftanddesigns@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
CORDOVA PROPERTIES LLC,LLC,Active,1368914,2022-03-31,,341 E Center St,Manchester,United States,06040,CT,MICHAEL@CORDOVA.PROPERTIES.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,PMB 195,,,
LEART & FRISA LLC,LLC,Active,1368915,2021-03-31,,4680 SW ARDSLEY DRIVE,STUART,United States,34997,FL,AVELCANI@AOL.COM,,Domestic,,2020-12-08,FL,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"KIMBALL RENTALS, LLC",LLC,Active,1368916,2021-03-31,2020-11-02,2839 WEST CALIFORNIA AVE,SALT LAKE CITY,United States,84104,UT,BKAPP@KIMBALLEQUIPMENT.COM,"KIMBALL RENTALS, LLC",Foreign,United States,2020-12-08,UT,UT,False,False,False,False,False,,,2021-11-10 00:08:46.1700000,,Annual report past due,"2839 WEST CALIFORNIA AVE, SALT LAKE CITY, UT, 84104, United States",2839 WEST CALIFORNIA AVE,SALT LAKE CITY,UT,84104.0,United States,"2839 WEST CALIFORNIA AVE, SALT LAKE CITY, UT, 84104, United States",2839 WEST CALIFORNIA AVE,SALT LAKE CITY,UT,84104.0,United States,,,,,,
BABA SCOTCH FOODS LLC,LLC,Active,1368917,2021-03-31,,18 HILLSIDE AVENUE 2ND FLOOR,MIDDLETOWN,United States,06457,CT,FDROBINSON07@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"ANYTIME BAIL BONDS, LLC",LLC,Active,1368918,2021-03-31,,"13 PARK ST, SUITE 6",ROCKVILLE,United States,06066,CT,YASHIRASANCHEZ228@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
BUNAVIEW HOLDINGS LLC,LLC,Active,1368919,2022-03-31,2020-12-08,3 APPLE ORCHARD LN.,BEDFORD,United States,10506,NY,JOHN@BUNAVIEW.COM,BUNAVIEW HOLDINGS LLC,Foreign,United States,2020-12-08,NY,NY,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
VILLA CONSTRUCTION LLC,LLC,Active,1368920,2021-03-31,,35 OSBORNE ST,DANBURY,United States,06810,CT,CARANQUIMARIAFERNANDA@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
45 CRESCENT LLC,LLC,Dissolved,1368921,2021-03-31,,1700 DIXWELL AVE BLD D SUITE K,HAMDEN,United States,06510,CT,ALPHAHOLDINGSCT@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1700000,2021-02-03T00:00:00.000,,,,,,,,,,,,,,,,,,,
STEARNS MANAGEMENT AND SALES LLC,LLC,Active,1368922,2021-03-31,,609 BROWNS ROAD,STORRS,United States,06268,CT,JAKESTEARNS44@ICLOUD.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
DAMATO REALTY GROUP LLC,LLC,Active,1368923,2022-03-31,,730 HEBRON AVE,GLASTONBURY,United States,06033,CT,mary@dccglastonbury.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
59 OLIVE STREET LLC,LLC,Active,1368924,2021-03-31,,59 OLIVE STREET,MERIDEN,United States,06450,CT,ANGELACAMODIO@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"SUPLIGUICHA, LLC",LLC,Active,1368925,2021-03-31,,24 BROOK STREET,TORRINGTON,United States,06790,CT,WILMERSUPLIGUICHA@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
"IAABO BOARD 10, INC",Non-Stock,Active,1368926,2022-09-09,,60 WELLINGTON DRIVE,ORANGE,United States,06477-3036,CT,RVANACORE162@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Professional Organizations (813920),813920.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,2020-12-08,,
PC ASSOCIATES LLC,LLC,Active,1368927,2021-03-31,,62 BARBARA DR,NORWALK,United States,06851,CT,GIUSEPPECONTE11@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
NORTHWOODS ATM LLC,LLC,Active,1368928,2021-03-31,,378 PARK RD,WATERTOWN,United States,06795,CT,FORDGEARHEAD@HOTMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,"Financial Transactions Processing, Reserve, and Clearinghouse Activities (522320)",522320.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
LAVA SMOKE LLC,LLC,Active,1368929,2021-03-31,,149 BRIDGEPORT AVENUE,MILFORD,United States,06460,CT,JIM@WEINBERGPC.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
65 ANSONIA LLC,LLC,Active,1368930,2022-03-31,,65 ANSONIA ROAD,WOODBRIDGE,United States,06525,CT,bms@pellegrinolawfirm.com,,Domestic,,2020-12-08,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
"NYLO PROPERTY, LLC",LLC,Active,1368932,2021-03-31,,159 POTUCCOS RING ROAD,WOLCOTT,United States,06716,CT,NYLO.OFFICE@NYLOMETALFINISHING.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:46.1700000,,Annual report past due,,,,,,,,,,,,,,,,,,
ECK MOTORSPORTS LLC,LLC,Active,1368933,2022-03-31,,176 EAST MAIN ST,TORRINGTON,United States,06790,CT,bcemkara84@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Automotive Parts and Accessories Stores (441310),441310.0,2021-11-10 00:08:46.1700000,,,,,,,,,,,,,,,,,,,,
B & D ASSOC. LLC,LLC,Active,1368934,2022-03-31,,199 E CHIPPEN HILL ROAD,BURLINGTON,United States,06013,CT,donnamchugh@comcast.net,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
ZZZ LLC,LLC,Active,1368935,2021-03-31,,16A CHERYL DRIVE,CANTON,United States,06019,CT,ERICZZ@COMCAST.NET,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
55 NEW NORWALK LLC,LLC,Active,1368936,2022-03-31,,1117 E PUTNAM AVE SUITE #177,RIVERSIDE,United States,06878,CT,55newnorwalk@gmail.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
THE WRONG FUND II LLC,LLC,Active,1368937,2022-03-31,,433 S. MAIN ST SUITE 328,WEST HARTFORD,United States,06110,CT,mariann@f8properties.com,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
BOGEYS 2 BIRDIES LLC,LLC,Dissolved,1368938,2021-03-31,,276 SAMS RD UNIT C,MERIDEN,United States,06451,CT,BOGEYS2BIRDIESLLC@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,True,False,True,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:08:46.1866667,2020-12-21T00:00:00.000,,,,,,,,,,,,,,,,,,,
NADAL CONSTRUCTION LLC,LLC,Active,1368939,2021-03-31,,111 TOWNE ST APT 921,STAMFORD,United States,06902,CT,JUANCARLOSNADAL2@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
PHELPS REAL PROPERTIES LLC,LLC,Active,1368940,2021-03-31,,172 OAKWOOD DRIVE,GLASTONBURY,United States,06033,CT,T.22.PHELPS@GMAIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
BEE STREET VENTURES II LLC,LLC,Active,1368941,2021-03-31,,"1530 MCDONALD AVENUE, SUITE D",BROOKLYN,United States,11230,NY,ROSEBROREALTY@GMAIL.COM,,Domestic,,2020-12-08,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
BEE STREET VENTURES III LLC,LLC,Active,1368942,2021-03-31,,"1530 MCDONALD AVENUE, SUITE D",BROOKLYN,United States,11230,NY,ROSEBROREALTY@GMAIL.COM,,Domestic,,2020-12-08,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
"ALLEGIANCE TRUCKS FT, LLC",LLC,Active,1368943,2022-03-31,2020-12-08,"9 WEST BROAD STREET, SUITE 720",STAMFORD,United States,06902,CT,filings@corpnet.com,"ALLEGIANCE TRUCKS FT, LLC",Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),423110.0,2021-11-10 00:08:46.1866667,,,"8 THE GREEN, STE. R, DOVER, DE, 19901, United States","8 THE GREEN, STE. R",DOVER,DE,19901.0,United States,"8 THE GREEN, STE. R, DOVER, DE, 19901, United States","8 THE GREEN, STE. R",DOVER,DE,19901.0,United States,,,,,,
ZION PARTNERS LLC,LLC,Active,1368944,2021-03-31,,151 NEW PARK AVE SUITE 13,HARTFORD,United States,06106,CT,MADECAPITALLLC@GMIL.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
"AT NEW HAMPSHIRE, LLC",LLC,Active,1368945,2022-03-31,2020-12-08,"9 WEST BROAD STREET, SUITE 720",STAMFORD,United States,06902,CT,filings@corpnet.com,"AT NEW HAMPSHIRE, LLC",Foreign,United States,2020-12-08,DE,DE,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),423110.0,2021-11-10 00:08:46.1866667,,,"8 THE GREEN, STE. R, DOVER, DE, 19901, United States","8 THE GREEN, STE. R",DOVER,DE,19901.0,United States,"8 THE GREEN, STE. R, DOVER, DE, 19901, United States","8 THE GREEN, STE. R",DOVER,DE,19901.0,United States,,,,,,
OUELLETTE NUTRITION LLC,LLC,Active,1368946,2022-03-31,,22 CARSON WAY,SOUTH WINDSOR,United States,06074,CT,mike@mikeouellette.net,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:46.1866667,,,,,,,,,,,,,,,,,,,,
TROUT SLAYERS BAKED BREADS INC.,Stock,Active,1368947,2021-03-08,,No information provided,,,,,VGONZALEZ@BLUMB.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1866667,,First report past due,,,,,,,,,,,,,200.0,,,,,
"PONTEC ELECTRICAL CO, LLC",LLC,Active,1368949,2021-03-31,,208 BASSETT ST.,NEW BRITAIN,United States,06051,CT,CHARLESAPONTE1675@YAHOO.COM,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
CADDIE PACK LLC,LLC,Active,1368950,2021-03-31,,1171 STRAITS TURNPIKE,MIDDLBURY,United States,06762,CT,CVAGNINI@CADDIEPACK.NET,,Domestic,,2020-12-08,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),451110.0,2021-11-10 00:08:46.1866667,,Annual report past due,,,,,,,,,,,,,,,,,,
