name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,dissolution_date,mailing_address,date_of_organization_meeting,mailing_international_address
KETO TO A KRISP LLC,LLC,Active,,1326590,2022-03-31,53 MORRIS ST.,NAUGATUCK,06770,CT,wilzoe15@aol.com,Domestic,2019-11-05,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.7466667,United States,Snack and Nonalcoholic Beverage Bars (722515),722515.0,,,,,,,,,,,,,,,,,,,,,,
CLEAN FIENDS LLC,LLC,Active,Ready for dissolution,1326591,2020-03-31,20 WOODHAVEN DR.,SIMSBURY,06070,CT,NAOMIWRIGHT09@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,United States,,,,,,,,,,,,,,,,,,,,,,,,
15DELTA TECHNOLOGY SOLUTIONS LLC,LLC,Active,,1326592,2022-03-31,"25 GRAND STREET, UNIT 231",NORWALK,06851,CT,robby.kilian@15delta.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,United States,Computer Systems Design Services (541512),541512.0,,,,,,,,,,,,,,,,,,,,,,
SOCABJJCT LLC,LLC,Active,Annual report past due,1326594,2021-03-31,106 PEACEABLE ST,RIDGEFIELD,06877,CT,aloyjr@yahoo.com,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.7466667,United States,Sports and Recreation Instruction (611620),611620.0,,,,,,,,,,,,,,,,,,,,,,
"510 LIBERTY STREET, LLC",LLC,Active,Annual report past due,1326595,2021-03-31,129 GREENBRIAR ROAD,MERIDEN,06450,CT,Michaelcieraci@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7466667,United States,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
KELTON-SCOTT CONSULTING LLC,LLC,Active,,1326596,2022-03-31,55 NATCHAUG DRIVE,GLASTONBURY,06033,CT,COMPLIANCE@ZENBUSINESS.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7466667,United States,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,,,
GEBRIEL GROUP LLC,LLC,Active,Ready for dissolution,1326597,2020-03-31,63 LAUDERDALE DRIVE,TRUMBULL,06611,CT,GEBRIELGROUPLLC@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7466667,United States,,,,,,,,,,,,,,,,,,,,,,,,
PARTNERS FINANCIAL ASSOCIATES LLC,LLC,Merged,,1326599,2022-03-31,C/O STAMFORD INSURANCE GROUP 509 GLENBROOK RD,STAMFORD,06906,CT,support@findsig.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Insurance Agencies and Brokerages (524210),524210.0,,,,,,,,,,,,,,,,,,,,,,
"REAL ESTATE GROUP XIV, LLC",LLC,Active,,1326600,2022-03-31,399 WHALLEY AVENUE,NEW HAVEN,06511,CT,leibi@mandymanagement.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
"HEALY FUNERAL SERVICES, LLC",LLC,Active,Annual report past due,1326601,2021-03-31,85 SCOTT STREET,NAUGATUCK,06770,CT,healyn1089@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,,,
TELLO'S LANDSCAPING LLC,LLC,Active,,1326602,2022-03-31,73 AMSTERDAM AVE.,BRIDGEPORT,06606,CT,rivera7tdm@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Landscape Architectural Services (541320),541320.0,,,,,,,,,,,,,,,,,,,,,,
NEW ERRA BARBERSHOP LLC,LLC,Active,Ready for dissolution,1326604,2020-03-31,471 A WETHERSFIELD AVE.,HARTFORD,06114,CT,USACCOUNTING@YAHOO.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,,,,,,,,,,,,,,,,,,,,,,,,,
THE ELM NEW HAVEN LLC,LLC,Active,,1326612,2022-03-31,817 GRAND AVENUE,NEW HAVEN,06511,CT,tryan@crpllc.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
OCTROS LLC,LLC,Active,Ready for dissolution,1326613,2020-03-31,374 WEDGEWOOD RD.,SOUTHINGTON,06489,CT,DBALKUNJR@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"KHALIFA HOSPITALITIES, LLC",LLC,Active,Ready for dissolution,1326614,2020-03-31,17 MOUNTAIN AVENUE,BLOOMFIELD,06002,CT,AFFORDABLEBIZMGMT@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,United States,,,,,,,,,,,,,,,,,,,,,,,,
LISETTE J COVIELLO LLC,LLC,Active,Ready for dissolution,1326615,2020-03-31,7 GINKGO LANE,GREENWICH,06830,CT,LJCOVIELLO.LLC@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7933333,United States,,,,,,,,,,,,,,,,,,,,,,,,
"111 SEYMOUR, LLC",LLC,Active,,1326617,2022-03-31,23 WOODPOND ROAD,WEST HARTFORD,06107,CT,justin@martilawgroup.com,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:38.1700000,United States,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
PRO CLEAN DM LLC,LLC,Active,,1326618,2022-03-31,53 ANSON ST,BRIDGEPORT,06606,CT,majutax@outlook.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,
"CARMAWEST INVESTMENTS, LLC",LLC,Active,,1326619,2022-03-31,228 MEADOW STREET SUITE 103,WATERBURY,06702,CT,DANIELMILLERLAW@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
COLMEN ST AUTO LLC,LLC,Active,,1326620,2022-03-31,28 DUNBAR RD,QUAKER HILL,06375,CT,TASKOFFICEWORK@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,,,
"MICHAEL J. AUGUSTINE LMFT, LADC, LLC",LLC,Active,Ready for dissolution,1326621,2020-03-31,27 SIEMON COMPANY DRIVE SUITE 360W,WATERTOWN,06795,CT,MIKEAUGIE@OPTONLINE.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"AWARENESS TECHNOLOGIES, INC.",Stock,Active,Annual report past due,1326622,2021-11-05,1391 POST ROAD WEST,WESTPORT,06880,CT,llaemmerhirt@awarenesstech.com,Foreign,2019-11-05,DE,DE,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,Software Publishers (511210),511210.0,,,2011-01-01,"AWARENESS TECHNOLOGIES, INC.",United States,,,,,,,,,,,,,,,,,
PATRIOT CONTRACTING GROUP LLC,LLC,Active,Annual report past due,1326623,2021-03-31,358 CEDARWOOD DR,ORANGE,06477,CT,racraft44@msn.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,Commercial and Institutional Building Construction (236220),236220.0,,,,,,,,,,,,,,,,,,,,,,
SONGEN LLC,LLC,Active,Ready for dissolution,1326624,2020-03-31,50 NEWTON ROAD,WOODBRIDGE,,CT,LANZHENLIU2003@YAHOO.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
SKUDENESHAVN A LLC,LLC,Active,Ready for dissolution,1326627,2020-03-31,20 CHURCH STREET MEZZANINE & 17TH FLOOR,HARTFOD,06103,CT,EMASTRANGELO@DONOVANHATEM.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
T3 DISTRIBUTION LLC,LLC,Active,Ready for dissolution,1326628,2020-03-31,1130 FARMINGTON AVE,BERLIN,06037,CT,TARIQSAEED16@HOTMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
JOSE TILE SPECIALIST LLC,LLC,Active,Ready for dissolution,1326629,2020-03-31,1700 NORTH AVE,BRIDGEPORT,06604,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
BMC SPORTS LLP,LLP,Active,Annual report past due,1326630,2020-11-05,45 MEADOWOOD ROAD,TOLLAND,06084,CT,BMCSPORTSCT@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,True,True,True,False,False,,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
ROXY'S JEWELS LLC,LLC,Dissolved,,1326631,2020-03-31,237 BOOTH ST APT 2,NEW BRITAIN,06053,CT,ROXY@ROXYSJEWELS.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,2021-02-16T00:00:00.000,,,
"LAUREL CREST, LLC",LLC,Active,,1326632,2022-03-31,55 WHITING STREET UNIT 3C,PLAINVILLE,06062,CT,dbutterworth@newenglanddonuts.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1700000,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
"GLM CONTRACTORS, LLC",LLC,Active,Ready for dissolution,1326633,2020-03-31,321 CONGDON ST,MIDDLETOWN,06457,CT,GMORGAN100@OUTLOOK.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
RAINBOW CHILDREN CARE LLC,LLC,Active,Ready for dissolution,1326634,2020-03-31,32 FRANKLIN STREET,DANBURY,06810,CT,MIKAELASACA93@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
ANY-N-EVERYTHING LLC,LLC,Active,Ready for dissolution,1326635,2020-03-31,175 CAPITAL BOULEVARD SUITE 402,ROCKY HILL,,CT,ANYNEVERYTHINGDEAL@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
XINGFU LLC,LLC,Active,Ready for dissolution,1326636,2020-03-31,50 NEWTON ROAD,WOODBRIDGE,,CT,LANZHENLIU2003@YAHOO.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"RAD, LLC",LLC,Active,Ready for dissolution,1326638,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,RENEWALS@VEIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"165 BENNETT STREET, LLC",LLC,Dissolved,Ready for dissolution,1326639,2020-03-31,301 BERKLEY RD.,FAIRFIELD,06825,CT,LUCAS@LCPGC.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,,,,,,,,,,,,,,,,,,,,,,2021-10-05T00:00:00.000,,,
ADVANCED AERIALS LLC,LLC,Dissolved,,1326640,2020-03-31,17 RACHEL LN,VOLUNTOWN,06384,CT,ADVANCEDAERIALSLLC@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,2020-12-24T00:00:00.000,,,
J4 SOFTWARE GROUP INC.,Stock,Active,First report past due,1326641,2021-11-05,No information provided,,,,J4@J4SG.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4500000,,,,,20000.0,,,,,,,,,,,,,,,,,,,,
"THE PHILLING STATION ""LLC""",LLC,Active,,1326642,2022-03-31,30 RAYMOND ROAD,SOUTH WINDSOR,06074,CT,pserk203@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:35.4500000,United States,Mobile Food Services (722330),722330.0,,,,,,,,,,,,,,,,,,,,,,
AMITY POP WARNER FOOTBALL AND CHEER LLC,LLC,Active,Ready for dissolution,1326643,2020-03-31,501 BOSTON POST ROAD UNIT 23,ORANGE,06477,CT,TRACEY@RUSSOLAWCT.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
THE BACKSPLASH SHOP LLC,LLC,Active,Ready for dissolution,1326644,2020-03-31,19 BARNUM RD,NEW FAIRFIELD,06812,CT,MARCELA@MIRANTEAGENCY.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
A TROPHY LLC,LLC,Active,Ready for dissolution,1326645,2020-03-31,330 LOCUST STREET,HARTFORD,06114,CT,AUBREYYANDOW@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"LIFT YOUR SOLE, LLC",LLC,Active,,1326646,2022-03-31,125 DICKINSON DR.,SHELTON,06484,CT,ltatun@yahoo.com,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4500000,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,,,,
SCM REAL ESTATE INVESTMENTS INC.,Stock,Active,,1326647,2022-11-05,3990 WARREN WAY,RENO,89509,NV,govdocs@corpcreations.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4500000,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,1000.0,,,,,,,,,,,,,,,,,,,,
"THE SQUARE PEGS GROUP, LLC",LLC,Active,Annual report past due,1326648,2021-03-31,14 CONCORD RIDGE RD,NEWTOWN,06470,CT,monica@squarepegsgroup.com,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4500000,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,,,
NELY A ORDONEZ LLC,LLC,Active,Ready for dissolution,1326649,2020-03-31,70 LEXINGTON AVE APT 1,NORWALK,06854,CT,MARLOSTURCIOS@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
TY TROPHY LLC,LLC,Active,Ready for dissolution,1326650,2020-03-31,1099 MAIN ST,SOUTH GLASTONBURY,06073-2110,CT,TYANDOW@COX.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"REED HOWARD GOLF, LLC",LLC,Active,,1326651,2022-03-31,10 LEXINGTON AVE,GREENWICH,06830,CT,ashley@howardfo.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4500000,United States,Other Spectator Sports (711219),711219.0,,,,,,,,,,,,,,,,,,,,,,
NANA'S QUALITY CLEANING LLC,LLC,Active,Ready for dissolution,1326652,2020-03-31,101 TUDOR LANE APT A,MANCHESTER,06042,CT,NANASQUALITYCLEANING@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4500000,United States,,,,,,,,,,,,,,,,,,,,,,,,
149-27 WATER STREET LLC,LLC,Active,Ready for dissolution,1326653,2020-03-31,149 WATER ST UNIT 27,NORWALK,06854,CT,ORLOSKIA@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4800000,United States,,,,,,,,,,,,,,,,,,,,,,,,
FUOCO DRYWALL LLC,LLC,Active,Ready for dissolution,1326654,2020-03-31,"15 WILLIAM, ST",STAMFORD,06902,CT,MENACORPSERVICE@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4800000,United States,,,,,,,,,,,,,,,,,,,,,,,,
SHINWARI EXPRESS INC.,Stock,Active,First report past due,1326655,2021-11-05,No information provided,,,,TATIANA@TRANSLINESINC.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4800000,,,,,1000.0,,,,,,,,,,,,,,,,,,,,
CCGOLF LLC,LLC,Dissolved,,1326656,2021-03-31,30 SOUTHFIELD AVENUE APT 215,STAMFORD,06902,CT,fulfillment@zenbusiness.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Other Spectator Sports (711219),711219.0,,,,,,,,,,,,,,,,,,,2021-06-01T00:00:00.000,,,
NICOLAS CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1326657,2020-03-31,5 MOSS AVE # 2,DANBURY,06810,CT,REALSOLUTIONCT@YAHOO.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
IAS ASSOCIATES LLC,LLC,Active,Ready for dissolution,1326658,2020-03-31,2 PARTRIDGE LANE,BLOOMFIELD,06002,CT,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
"THE CONSTRUCTION INSTITUTE, INC.",Non-Stock,Active,First report past due,1326659,2021-11-05,No information provided,,,,,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
SOLIDIFIED ENERGY LLC,LLC,Active,Ready for dissolution,1326663,2020-03-31,870 PARK AVE,YOUNGSVILLE,27596,NC,JPERRYHUNT@SOLIDIFIED.COM,Foreign,2019-11-05,NC,NC,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,,,,,,2019-11-15,SOLIDIFIED ENERGY LLC,,,,,,,,,,,,,,,,,,
RBA REALTY MANAGEMENT LLC,LLC,Active,Ready for dissolution,1326664,2020-03-31,"2389 MAIN STREET, STE 100",GLASTONBURY,06033,CT,EDDIE@ETHENAVENTURES.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
PRISTINE HOME BUILDING AND DESIGN LLC,LLC,Active,Annual report past due,1326665,2021-03-31,233 ROSEVILLE TERRACE 231 ROSEVILLE TERRACE,FAIRFIELD,06824,CT,SUSANFANELLI@OPTONLINE.NET,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
"FAMILY BUSINESS, INC.",Non-Stock,Active,,1326666,2022-11-05,N/A,N/A,00000,CT,info@familybusinessinc.org,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Other Grantmaking and Giving Services (813219),813219.0,,,,,,,,,,,,,,,,,,,,,,
OCEAN STAR BEAUTY SPA LIMITED LIABILITY COMPANY,LLC,Active,,1326667,2022-03-31,112 GREENWOOD AVE,BETHEL,06801,CT,oceanstarbeautyspa@gmail.com,Domestic,2019-11-05,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Beauty Salons (812112),812112.0,,,,,,,,,,,,,,,,,,,,,,
"SNACK ISLE, LLC",LLC,Active,Ready for dissolution,1326668,2020-03-31,77 BUCKINGHAM DR,STAMFORD,06902,CT,RICKYSCHOCK3@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,United States,,,,,,,,,,,,,,,,,,,,,,,,
THE ROOFAH INC.,Stock,Active,Annual report past due,1326669,2020-11-05,7 PROVIDENCE ST,MILLVILLE,01529,MA,MANDJROOF@YAHOO.COM,Foreign,2019-11-05,MA,MA,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,,,,,2019-11-05,THE ROOFAH INC.,United States,,,,,,,,,,,,,,,,,
THE INTRIGUING ONES LLC,LLC,Active,Ready for dissolution,1326670,2020-03-31,317 WEST AVE #113197,STAMFORD,06911,CT,THEINTRIGUINGONE2020@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
"STL ENGINEERING, LLC",LLC,Active,,1326671,2022-03-31,315 LEMAY FERRY RD. SUITE 129,ST. LOUIS,63125,MO,bkreft@stlengineering.net,Foreign,2019-11-05,MO,MO,False,False,False,False,False,,2021-11-10 00:10:35.4966667,United States,Engineering Services (541330),541330.0,,,2019-11-05,"STL ENGINEERING, LLC",United States,"315 LEMAY FERRY RD. SUITE 129, ST. LOUIS, MO, 63125, United States",315 LEMAY FERRY RD. SUITE 129,ST. LOUIS,MO,63125,United States,"315 LEMAY FERRY RD. SUITE 129, ST. LOUIS, MO, 63125, United States",315 LEMAY FERRY RD. SUITE 129,ST. LOUIS,MO,63125,United States,,,,,
BROWN LOGISTICS LLC,LLC,Active,Ready for dissolution,1326672,2020-03-31,18 HIGH STREET APT 101,STAMFORD,06902,CT,BROWNLOGISTICSCT@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,,,,
JACIEL AMAYA PADILLA LLC,LLC,Dissolved,,1326673,2020-03-31,42 PECK ST APT 1,NORWICH,06360,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,2021-03-02T00:00:00.000,,,
PIA ANTHONY'S ATELIER LLC,LLC,Active,Annual report past due,1326674,2021-03-31,515 WEST AVE SUITE 12,NORWALK,06850,CT,ct-reports@statefilings.in,Domestic,2019-11-05,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:35.5266667,United States,Beauty Salons (812112),812112.0,,,,,,,,,,,,,,,,,,,,,,
"HYDRATECH FIELD SERVICES, LLC",LLC,Active,,1326675,2022-03-31,10448 CHESTER RD,CINCINNATI,45215,OH,eastern@northwestregisteredagent.com,Foreign,2019-11-05,OH,OH,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Water and Sewer Line and Related Structures Construction (237110),237110.0,,,2019-12-01,"HYDRATECH FIELD SERVICES, LLC",United States,"10448 CHESTER RD, CINCINNATI, OH, 45215, United States",10448 CHESTER RD,CINCINNATI,OH,45215,United States,"10448 CHESTER RD, CINCINNATI, OH, 45215, United States",10448 CHESTER RD,CINCINNATI,OH,45215,United States,,,,,
SEABRA'S LUNCHES LLC,LLC,Active,Ready for dissolution,1326676,2020-03-31,"6 PEACE STREET, APT.6 A",DANBURY,06810,CT,KATIAPAVIOTE@GMAIL.COM,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,,,,
HCI LLC,LLC,Active,Ready for dissolution,1326677,2020-03-31,1274 49TH ST SUITE 302,BROOKLYN,11219,NY,JOELW52@GMAIL.COM,Domestic,2019-11-05,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,,,,
IRELAND INVESTMENTS LLC,LLC,Active,Annual report past due,1326678,2021-03-31,1 MARLEN DRIVE,NORTH HAVEN,06473,CT,joeirelandinvestmentsllc@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Wholesale Trade Agents and Brokers (425120),,,,,,,,,,,,,,,,,,,,,,,
"MILFORD INVESTMENTS, LLC",LLC,Active,Annual report past due,1326679,2021-03-31,1041 NEW HAVEN AVENUE,MILFORD,06460,CT,ckydes@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
CT SUBSIDIZED HOUSING MANAGEMENT LLC,LLC,Dissolved,,1326680,2020-03-31,107 SOUTH 2ND STREET SUITE 500,PHILADELPHIA,19106,PA,JPG@GOLDOLLER.COM,Domestic,2019-11-05,PA,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,,,,,,,,,,,,,,,,,,,,,2021-03-03T00:00:00.000,,,
"THE STUDIO NC, LLC",LLC,Dissolved,,1326681,2022-03-31,121 PARK STREET,NEW CANAAN,06840,CT,richfedeli@gmail.com,Domestic,2019-11-05,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.5266667,United States,Fitness and Recreational Sports Centers (713940),713940.0,,,,,,,,,,,,,,,,,,,2021-02-08T00:00:00.000,,,
