name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
"RCS Fairfield, LLC",LLC,Active,2575314,2023-03-31,641 Penfield Rd,Fairfield,United States,06824-6715,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,jenahyeung@gmail.com,United States,Connecticut,Connecticut,camilledegalan@gmail.com,Pharmacies and Drug Stores (446110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Facil CT Inc,Stock,Active,2575316,2022-08-31,,,,,,Domestic,2022-06-02,False,False,True,False,False,20000.0,2022-07-06 00:16:39.5133333,,fercer@outlook.com,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Prana Painting Company LLC,LLC,Active,2575317,2023-03-31,44 Peddlars Dr,Branford,United States,06405-5832,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,martensm203@gmail.com,United States,Connecticut,Connecticut,fulfillment+formations@zenbusiness.com,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ TRADING LLC,LLC,Active,2575324,2023-03-31,793 Mashamoquet Rd,Pomfret Center,United States,06259-1916,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,maninderarora67@gmail.com,United States,Connecticut,Connecticut,,Convenience Stores (445120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticunian LLC,LLC,Active,2575327,2023-03-31,5060 Flowes Store Rd,Concord,United States,28025-7004,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,go@mail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOG Financial Services LLC,LLC,Active,2575328,2023-03-31,75 Olde Orchard Rd,Clinton,United States,06413-1105,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,philipg@fflnortheast.com,United States,Connecticut,Connecticut,,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
SAH TELEMEDICINE P.C.,Stock,Active,2575332,2023-06-02,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,eastern@northwestregisteredagent.com,,MASSACHUSETTS,MASSACHUSETTS,,Offices of Physicians (except Mental Health Specialists) (621111),2022-06-02,SAH TELEMEDICINE P.C.,,,,,,,,,,,,,,,,,,,,,,,,,
908 MAIN STREET LLC,LLC,Active,2575338,2023-03-31,801 MAIN STREET .,South Glastonbury,United States,06073,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,wmdriggs@yahoo.com,United States,Connecticut,Connecticut,george.m.purtill@snet.net,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut Enterprise Service LLC,LLC,Active,2575337,2023-03-31,"175 Capital Blvd, 4th floor",Rocky Hill,United States,06067,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,miguelvillage@gmail.com,United States,Connecticut,Connecticut,,All Other Business Support Services (561499),,,,,,,,,,,,,,,,,,,,,,,,,,,
RHS Transport LLC,LLC,Active,2575341,2023-03-31,2628 State St,Hamden,United States,06517-3005,CT,Domestic,2022-06-02,True,False,False,False,False,,2022-07-06 00:16:39.4366667,2,raja.smith21@gmail.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolando Ariza T LLC,LLC,Active,2575348,2023-03-31,926 N Salem Rd,Ridgefield,United States,06877-1722,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,lissette_trrs@yahoo.com,United States,Connecticut,Connecticut,lissette_trrs@yahoo.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
747 Realty LLC,LLC,Active,2575335,2023-03-31,78 Wildwood Rd,Tolland,United States,06084-2163,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,talalperacha95@gmail.com,United States,Connecticut,Connecticut,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Esposito Carpentry LLC,LLC,Active,2575343,2023-03-31,15 Woods Grove Rd,Shelton,United States,06484-3424,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,espositocarpentry@gmail.com,United States,Connecticut,Connecticut,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
MilesCo LLC,LLC,Active,2575344,2023-03-31,30 Skunk Ln.,Wilton,United States,06897,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,cristian@cristiandurancomedy.com,United States,Connecticut,Connecticut,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21 Gigawatts GP LLC,LLC,Active,2575358,2023-03-31,900 Washington Street,Middletown,United States,06457,CT,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4666667,1030,ryan@121g.fund,,DELAWARE,DELAWARE,,Investment Advice (523930),2022-06-01,1.21 Gigawatts GP LLC,"1013 Centre Rd, 403-B, Wilmington, DE, 19805, United States",1013 Centre Rd,Wilmington,DE,19805,United States,"1013 Centre Rd, 403-B, Wilmington, DE, 19805, United States",1013 Centre Rd,Wilmington,DE,19805,United States,,,403-B,403-B,,,,,,,,,
"JFC3 Investments, LLC",LLC,Active,2575360,2023-03-31,200 Pratt St,Meriden,United States,06450,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,joseph.carabetta3@carabetta.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
DANISH LLC,LLC,Active,2575363,2023-03-31,75 Claudia Dr,West Haven,United States,06516-3051,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9033333,343,danish@danishllc.us,United States,Connecticut,Connecticut,,Wholesale Trade Agents and Brokers (425120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysenko Accounting LLC,LLC,Active,2575372,2023-03-31,143 Hoyt St,Stamford,United States,06905,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9200000,Apt 3A,alysenko.cpa@gmail.com,United States,Connecticut,Connecticut,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Medical Clinic LLC,LLC,Active,2575380,2023-03-31,291 Goff Rd,Wethersfield,United States,06109-2406,CT,Domestic,2022-06-02,False,False,True,False,False,,2022-07-06 00:16:39.5133333,,brianbgomes@gmail.com,United States,Connecticut,Connecticut,,"Offices of Physicians, Mental Health Specialists (621112)",,,,,,,,,,,,,,,,,,,,,,,,,,,
SBS Dispatching LLC,LLC,Active,2575376,2023-03-31,9 Newfield St,Norwalk,United States,06850-2511,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,shawnsimmons203@gmail.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Green River Development LLC,LLC,Active,2575382,2023-03-31,32 Vista Hill Rd,Great Neck,United States,11021-1529,NY,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,ardestock1@aol.com,United States,Connecticut,Connecticut,ben@potoklaw.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
TKGS Holdings LLC,LLC,Active,2575385,2023-03-31,43 WEST HILS DRIVE,AVON,United States,06001,CT,Domestic,2022-06-02,False,False,True,False,False,,2022-07-06 00:16:38.9033333,,tkgsholdingsllc@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trucking Your Way, LLC",LLC,Active,2575386,2023-03-31,333 State St,Bridgeport,United States,06604-4800,CT,Domestic,2022-06-02,False,True,False,False,False,,2022-07-06 00:16:26.4266667,402,jose.pinto661@gmail.com,United States,Connecticut,Connecticut,,All Other Transportation Equipment Manufacturing (336999),,,,,,,,,,,,,,,,,,,,,,,,,,,
EuphoricHealth LLC,LLC,Active,2575393,2023-03-31,14 Kent Pl,Cos Cob,United States,06807-2024,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,euphorichealth0@gmail.com,United States,Connecticut,Connecticut,anthonyleno07@gmail.com,Food (Health) Supplement Stores (446191),,,,,,,,,,,,,,,,,,,,,,,,,,,
The Moment Maker Enterprises LLC,LLC,Active,2575394,2023-03-31,695 Oakwood Ave,West Hartford,United States,06110,CT,Domestic,2022-06-02,True,False,True,False,False,,2022-07-06 00:16:39.4366667,,themomentfactoryct@gmail.com,United States,Connecticut,Connecticut,innovationtothet@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&S Security Professionals LLC,LLC,Active,2575402,2023-03-31,87 Shepard St,New Haven,United States,06511-1137,CT,Domestic,2022-06-02,True,False,True,False,False,,2022-07-06 00:16:39.4366667,,swsprofessionals777@gmail.com,United States,Connecticut,Connecticut,,Security Guards and Patrol Services (561612),,,,,,,,,,,,,,,,,,,,,,,,,,,
Ms. Alice Corner Ltd. Liability Company,LLC,Active,2575414,2023-03-31,1386 State St,New Haven,United States,06511-2727,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,troy.mozell@icloud.com,United States,Connecticut,Connecticut,,Convenience Stores (445120),,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Home Therapy Services L.L.C.,LLC,Active,2575420,2023-03-31,71 Aiken Street Unit H1,Norwalk,United States,06851,CT,Domestic,2022-06-02,False,False,True,False,False,,2022-07-06 00:16:39.4666667,,christian.alvarez024@gmail.com,United States,Connecticut,Connecticut,christian.alvarez024@gmail.com,All Other Miscellaneous Ambulatory Health Care Services (621999),,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronel's Electric LLC,LLC,Active,2575423,2023-03-31,42 Saw Mill Rd,Newtown,United States,06470-1440,CT,Domestic,2022-06-02,False,False,True,False,False,,2022-07-06 00:16:39.4666667,,coronelselectric@gmail.com,United States,Connecticut,Connecticut,,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,,,,,,,,,
Logistical Heating & Cooling L.L.C.,LLC,Active,2575433,2023-03-31,40 Rosina Rd,Hamden,United States,06514,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.5133333,,atiradojr@yahoo.com,United States,Connecticut,Connecticut,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,
KANDE LLC,LLC,Active,2575444,2023-03-31,27 Wildman St,Danbury,United States,06810-3815,CT,Domestic,2022-06-02,False,False,True,False,False,,2022-07-06 00:16:39.5000000,,kanderestaurationh@gmail.com,United States,Connecticut,Connecticut,brito013.maria@gmail.com,Furniture Stores (442110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRACHT FWO, INC.",Stock,Active,2575496,2023-06-03,16701 GREENSPOINT PARK RIVE STE. 300,HOUSTON,USA,77060,TX,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,alicia.evans@fracht.com,,,NEW YORK,,473102,2022-06-01,"FRACHT FWO, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
"KINDRED SYSTEMS, LLC",LLC,Active,2575502,2023-03-31,330 SEVEN SPRINGS WAY,BRENTWOOD,USA,37027,TN,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,PAULA.BILES@LPNT.COM,USA,,DELAWARE,,551114,2022-05-31,"KINDRED SYSTEMS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
"FSC LP MIDDLETOWN CT, DST, STATUTORY TRUST",Statutory Trust,Active,2575510,,1901 MAIN STREET,LAKE COMO,USA,07719,NJ,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,,USA,,DELAWARE,,,2022-06-10,"FSC LP MIDDLETOWN CT, DST",,,,,,,,,,,,,,,,,,,,,,,,,
"SUPERIOR PERFORMERS, LLC",LLC,Active,2575819,2023-03-31,1214 TURRENTINE STREET,BURLINGTON,UNITED STATES,27215,NC,Foreign,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,,UNITED STATES,,VIRGINIA,,524298,2022-06-03,"SUPERIOR PERFORMERS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
SLW. HEALING LLC,LLC,Active,2578695,2023-03-31,91 HAWTHORNE AVE,DERBY,UNITED STATES,06418,CT,Domestic,2022-06-02,False,False,False,False,False,,2022-07-06 00:16:40.0466667,,SLW.HEALING@YAHOO.COM,United States,,Connecticut,,624190,,,,,,,,,,,,,,,,,,,,,,,,,,,
745 OSTERIA LLC,LLC,Active,2514751,2023-03-31,30 N E Industrial Road,Branford,United States,06405,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:07:38.9366667,,mcpicard@atlasoutdoor.com,United States,Connecticut,Connecticut,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meter Health, Inc.",Stock,Active,2562845,2023-06-03,69 Cougar Dr,Manchester,United States,06040-6379,CT,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:27.6033333,,adam@meterhealth.com,,DELAWARE,DELAWARE,,Research and Development in Biotechnology (except Nanobiotechnology) (541714),2022-01-01,"Meter Health, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
"CourtTech USA Partners, LLC",LLC,Active,2564934,2023-03-31,3861 Hixson Pike,Chattanooga,United States,37415-3563,TN,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:27.6166667,,info@corpserviceusa.com,,DELAWARE,DELAWARE,,,2020-09-25,"CourtTech USA Partners, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
Parent Teacher Organization of Mansfield Elementary School Inc,Non-Stock,Active,2567288,2022-09-01,,,,,,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:28.2600000,,mansfieldtigerspto@gmail.com,United States,Connecticut,Connecticut,,Civic and Social Organizations (813410),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"Bayou City Equipment, LLC",LLC,Active,2574389,2023-03-31,14500 E Hardy Rd,Houston,United States,77039-1407,TX,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:30.2600000,,bayoucity@statetaxadvisors.com,,TEXAS,TEXAS,,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing (532412)",2022-06-06,"Bayou City Equipment, LLC","14500 E Hardy Rd, Houston, TX, 77039-1407, United States",14500 E Hardy Rd,Houston,TX,77039-1407,United States,"14500 E Hardy Rd, Houston, TX, 77039-1407, United States",14500 E Hardy Rd,Houston,TX,77039-1407,United States,,,,,,,,,,,,,
Friends of the Old Lyme Phoebe Griffin Noyes Library Incorporated,Non-Stock,Active,2574460,2022-09-01,,,,,,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,olpgnfriends@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
"BRAVE, LLC",LLC,Active,2575034,2023-03-31,23 Harness Dr,Southington,United States,06489-1863,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:30.3066667,,cos.brave@gmail.com,United States,Connecticut,Connecticut,,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,,,,,,
J & K Property Rentals LLC,LLC,Active,2575471,2023-03-31,503 Main St,Willimantic,United States,06226,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:39.4833333,,businessoffice503@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEITON SOUZA SERVICES LLC,LLC,Active,2575621,2023-03-31,5 Nabby Rd,Danbury,United States,06811-3247,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,B103,cleitontrilheiro@gmail.com,United States,Connecticut,Connecticut,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Farms LLC,LLC,Active,2575474,2023-03-31,450 North Grand Street,West Suffield,United States,06093-3404,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4366667,,wrightr@cpabhs.com,United States,Connecticut,Connecticut,,Tobacco Farming (111910),,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitch Gladiators Soccer Academy L.L.P.,LLP,Active,2575475,2023-06-03,204 Cove Rd,Stamford,United States,06902-5271,CT,Domestic,2022-06-03,False,False,True,False,False,,2022-07-06 00:16:39.4666667,2R,pgsocceracademy1@gmail.com,United States,Connecticut,Connecticut,pgsocceracademy1@gmail.com,Instrucci�n de deportes y recreaci�n (611620),,,,,,,,,,,,,,,,,,,,,,,,,,,
Melfor Investments 55 Arnold LLC,LLC,Active,2575477,2023-03-31,163 Shenipsit Lake Rd,Tolland,United States,06084,CT,Domestic,2022-06-03,False,False,True,False,False,,2022-07-06 00:16:39.5000000,,dhmechanicalservicellc@hotmail.com,United States,Connecticut,Connecticut,dhmechanicalservicellc@hotmail.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCAS GONCALVES SERVICES LLC,LLC,Active,2575494,2023-03-31,4 Griffing Ave,Danbury,United States,06810-1642,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,apt 3,lucasgoncalves15@gmail.com,United States,Connecticut,Connecticut,,Remediation Services (562910),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child and Parent Advocacy, LLC",LLC,Active,2575489,2023-03-31,124 Bailey Road,Rocky Hill,United States,06067,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:38.9033333,,childandparentadvocacyllc1@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256-258 Connecticut Ave LLC,LLC,Active,2575495,2023-03-31,17 Hintz Dr,Wallingford,United States,06492-2001,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9033333,,matt.thurston16@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Lyfe Inc.,Stock,Active,2575503,2023-06-03,3 Creeping Hemlock Dr,Norwalk,United States,06851-1014,CT,Domestic,2022-06-03,False,False,False,False,False,1000.0,2022-07-06 00:16:38.9033333,,biagino2014@gmail.com,United States,Connecticut,Connecticut,vhill@goldmangruderwoods.com,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,2022-06-03,,,,,,,,,,,
Loggerhead Group LLC,LLC,Active,2575505,2023-03-31,108 Boardman Rd.,East Haddam,United States,06423,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,arobnett@gmail.com,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinate Consultants LLC,LLC,Active,2575513,2023-03-31,43 Stag Ln,Greenwich,United States,06831-3137,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,,david@coordinateconsultants.com,United States,Connecticut,Connecticut,djc1221@yahoo.com,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
MET Realty LLC,LLC,Active,2575514,2023-03-31,17 Hintz Dr,Wallingford,United States,06492-2001,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,,matt.thurston16@gmail.com,United States,Connecticut,Connecticut,,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Whaling Owner LLC,LLC,Active,2575525,2023-03-31,20 Whaling Rd,Darien,United States,06820-5930,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,,20whalingownerllc@gmail.com,United States,Connecticut,Connecticut,vhill@goldmangruderwoods.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
GM Housing LLC,LLC,Active,2575530,2023-03-31,21 Monticello Ln,Storrs Mansfield,United States,06268-2508,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,,gmhousingllc@gmail.com,United States,Connecticut,Connecticut,ygowtham05@gmail.com,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,,,,,
2nd Shift Woodworking LLC,LLC,Active,2575518,2023-03-31,356 Tolland Tpke,Willington,United States,06279-1519,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,,2ndshiftww@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trofa Realty LLC,LLC,Active,2575523,2023-03-31,1 Glen Street,Greenwich,United States,06830,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4833333,1,trofarealtyllc@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
AJCUC MASONRY LLC,LLC,Active,2575520,2023-03-31,184 FAIRFIELD AVE,STAMFORD,United States,06902,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,,wendy@durangoagency.com,United States,Connecticut,Connecticut,,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quality Barns and Sheds, LLC",LLC,Active,2575524,2023-03-31,151-R WEST ROAD,WINSTED,United States,06098,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,dwalesczyk@yahoo.com,United States,Connecticut,Connecticut,sgenova@seabourneandmalley.com,Prefabricated Wood Building Manufacturing (321992),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH PERLA STUDIO LLC,LLC,Active,2575526,2023-03-31,466 Newtown Ave.,Norwalk,United States,06851,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,hhperlastudio@gmail.com,United States,Connecticut,Connecticut,,Jewelry and Silverware Manufacturing (339910),,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 S Main Street LLC,LLC,Active,2575529,2023-03-31,1937 S Main St,Middletown,United States,06457,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,,filing@acs123.com,United States,Connecticut,Connecticut,filing@acs123.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYCO BULNES LLC,LLC,Active,2575531,2023-03-31,641 PACIFIC STREET,STAMFORD,United States,06902,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.5000000,1,eturcios@turciosins.com,United States,Connecticut,Connecticut,marlosturcios@gmail.com,Business Associations (813910),,,,,,,,,,,,,,,,,,,,,,,,,,,
"LIBERTY ROOFING CENTER, LAKEWOOD NJ, LLC",LLC,Active,2575535,2023-03-31,1941 RUTGERS UNIVERSITY BLVD.,LAKEWOOD,USA,08701,NJ,Foreign,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,JOE.MONROE@LIBERTYROOFINGCENTER.COM,,,DELAWARE,,423330,2022-06-15,"LIBERTY ROOFING CENTER, LAKEWOOD NJ, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
"Vista 50 Advisors, LLC",LLC,Active,2575539,2023-03-31,50 Vista Drive,Greenwich,United States,06830,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,radevellis@blairandpotts.com,United States,Connecticut,Connecticut,pgarcia@blairandpotts.com,Portfolio Management (523920),,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGINIA MATEO LLC,LLC,Rejected,2575550,,245 FAIRFIELD AVE,STAMFORD,United States,06902,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:38.9200000,,wendy@durangoagency.com,United States,Connecticut,Connecticut,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,
SBL Wellness Co. Soul. Body. Life. LLC,LLC,Active,2575551,2023-03-31,599 Silver St,Coventry,United States,06238-1516,CT,Domestic,2022-06-03,True,False,False,False,False,,2022-07-06 00:16:38.9200000,,sblwellnessco@gmail.com,United States,Connecticut,Connecticut,,Offices of Chiropractors (621310),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sass Home Improvement L.L.C.,LLC,Active,2575543,2023-03-31,25 Wells Hill Rd,Lakeville,United States,06039-2238,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4666667,A,spencer.sass@yahoo.com,United States,Connecticut,Connecticut,spencer.sass@yahoo.com,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawk Alarm Services LLC,LLC,Active,2575554,2023-03-31,643 Bucks Hill Rd,Southbury,United States,06488-1952,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,hawkalarmct@gmail.com,United States,Connecticut,Connecticut,,Security Systems Services (except Locksmiths) (561621),,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEEN OF COXINHA LLC,LLC,Active,2575558,2023-03-31,4 BATES PLACE,DANBURY,United States,06810,CT,Domestic,2022-06-03,False,False,False,False,False,,2022-07-06 00:16:39.4500000,,seneca.business@yahoo.com,United States,Connecticut,Connecticut,,All Other Specialty Food Stores (445299),,,,,,,,,,,,,,,,,,,,,,,,,,,
POTALA TIBETAN RESTAURANT INC.,Stock,Active,2575562,2022-09-01,,,,,,Domestic,2022-06-03,False,False,False,False,False,200.0,2022-07-06 00:16:38.9033333,,filing@acs123.com,United States,Connecticut,Connecticut,filing@acs123.com,Full-Service Restaurants (722511),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
Journey to New Beginnings LLC,LLC,Active,2575574,2023-03-31,1224 Mill Street Building B,East Berlin,United States,06023,CT,Domestic,2022-06-03,True,False,True,False,False,,2022-07-06 00:16:38.9033333,Suite 224,mgladdenlcsw@gmail.com,United States,Connecticut,Connecticut,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,
