stereo-stereo amba,Reventlowsgade 14, 3. tv1651 København V,København V,null,43717219,nicolai@podpeople.dk,4009489961,virksomhed,false,false,false,false,900300 Kunstnerisk skaben,,1651,null,true,2022-11-01,NORMAL,25688882,Andelsselskab (-forening) med begrænset ansvar,false
Fionie ApS,C/O ToftbjergØstervænget 2, st.5000 Odense C,Odense C,C/O Toftbjerg,41535571,julie@fionie.dk,4008517120,virksomhed,false,false,false,false,139210 Fremstilling af boligtekstiler,,5000,null,true,2020-07-20,NORMAL,51901071,Anpartsselskab,false
Hertz og Sommer ApS,C/O stephanie sommerKløvervej 44, 3. 3156000 Kolding,Kolding,C/O stephanie sommer,43247824,mail@cafesommer.com,4009259091,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6000,null,true,2022-05-06,NORMAL,53345340,Anpartsselskab,false
Essen 21 ApS,Essen 216000 Kolding,Kolding,null,43504819,null,4009377000,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,6000,null,false,2022-08-24,NORMAL,null,Anpartsselskab,false
Pless og Jalking Ejendomme ApS,Rådmandsgade 53A, 3. th2200 København N,København N,null,42470333,null,4008913588,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,2200,null,true,2021-06-14,NORMAL,null,Anpartsselskab,false
BH-Holding ApS,Kratbjerg 2053480 Fredensborg,Fredensborg,null,42052817,null,4008726025,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3480,null,true,2021-01-21,NORMAL,null,Anpartsselskab,false
Minihospitalet ApS,Viby Bygade 2Viby5370 Mesinge,Mesinge,null,40391290,info@minihospitalet.dk,4008031708,virksomhed,false,false,false,false,476500 Detailhandel med spil og legetøj,,5370,null,true,2019-03-28,NORMAL,null,Anpartsselskab,false
Viby Bygade 2 ApS,Viby Bygade 2Viby5370 Mesinge,Mesinge,null,41865989,kontakt@vibybrugs.dk,4008647393,virksomhed,false,false,false,false,552000 Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold,,5370,null,true,2020-11-18,NORMAL,null,Anpartsselskab,false
Naturafgræsning Himmerland Økologi ApS,Tistedvej 16Vester Korup9575 Terndrup,Terndrup,null,41816678,ejnar@naturafgraesning.dk,4008627584,virksomhed,false,false,false,false,016200 Serviceydelser i forbindelse med husdyravl,,9575,null,true,2020-10-26,NORMAL,20378257,Anpartsselskab,false
Greenely ApS,Christians Brygge 281559 København V,København V,null,43265709,null,4009267137,virksomhed,false,false,false,false,351400 Handel med elektricitet,,1559,null,false,2022-05-16,NORMAL,null,Anpartsselskab,false
Sonja Gerde ApS,C/O Axcel Management A/SSankt Annæ Plads 101250 København K,København K,C/O Axcel Management A/S,43104179,null,4009195647,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,1250,null,false,2022-02-25,NORMAL,null,Anpartsselskab,false
Arrow Lake ApS,Ndr. Fabriksvej 21B8722 Hedensted,Hedensted,null,43234447,null,4009252902,virksomhed,false,false,false,false,289300 Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien,,8722,null,true,2022-04-29,NORMAL,null,Anpartsselskab,false
LEMCHESVEJ 6 ApS,Lemchesvej 62900 Hellerup,Hellerup,null,35391339,null,4001969608,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,2900,null,true,2013-07-01,NORMAL,null,Anpartsselskab,false
Holgers Forlag ApS,C/O Mikael ARNBJERGHimmerlandsvej 4, 2. tv2720 Vanløse,Vanløse,C/O Mikael ARNBJERG,40653902,mikdotdk@yahoo.com,4008144425,virksomhed,false,false,false,false,581100 Udgivelse af bøger,,2720,null,false,2019-07-10,NORMAL,35364786,Anpartsselskab,false
CS Juhl Holding ApS,Bredgade 228500 Grenaa,Grenaa,null,43621440,null,4009433327,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8500,null,false,2022-11-03,NORMAL,null,Anpartsselskab,false
NIBO ApS,C/O niels henrik nielsenSøndergade 159240 Nibe,Nibe,C/O niels henrik nielsen,43146327,nibo9240@outlook.dk,4009214817,virksomhed,false,false,false,false,681000 Køb og salg af egen fast ejendom,,9240,null,true,2022-03-16,NORMAL,26801910,Anpartsselskab,false
Reed Invest ApS,Søndergade 159240 Nibe,Nibe,null,41507195,null,4008506152,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,9240,null,false,2020-07-09,NORMAL,null,Anpartsselskab,false
IRW Consulting DK filial af IRW- Consulting AB, Sverige,C/O Christensen KjærulffStore Kongensgade 681264 København K,København K,C/O Christensen Kjærulff,41300205,null,4008419582,virksomhed,false,false,false,false,721100 Forskning og eksperimentel udvikling indenfor bioteknologi,,1264,null,true,2020-04-17,NORMAL,null,Filial af udenlandsk aktieselskab, kommanditakties,false
Læsø Gamle Skole ApS,Gammel Østerbyvej 35A, st.Østerby9940 Læsø,Læsø,null,41753560,null,4008603260,virksomhed,false,false,false,false,855900 Anden undervisning i.a.n.,,9940,null,true,2020-10-12,NORMAL,null,Anpartsselskab,false
Andreas Strandfelt Holding ApS,C/O Andreas StrandfeltGertrud Rasks Vej 589210 Aalborg SØ,Aalborg SØ,C/O Andreas Strandfelt,43514105,null,4009381968,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,9210,null,true,2022-09-14,NORMAL,null,Anpartsselskab,false
Sofie Bay Ejlersen Holding ApS,Jens Juels Gade 112100 København Ø,København Ø,null,42790524,null,4009055420,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2100,null,false,2021-10-28,NORMAL,null,Anpartsselskab,false
Battlemoney Group ApS,Blåmejsevej 123390 Hundested,Hundested,null,41760605,null,4008606415,virksomhed,false,false,false,false,620100 Computerprogrammering,,3390,null,true,2020-10-13,NORMAL,null,Anpartsselskab,false
TMM ApS,I L Tvedes Vej 3D3000 Helsingør,Helsingør,null,34885060,blomsterbutikken@blomsterbutikken.dk,4001957305,virksomhed,false,false,false,false,683210 Administration af fast ejendom på kontraktbasis,,3000,null,true,2012-12-12,NORMAL,49212221,Anpartsselskab,false
VUJI INVESTMENTS ApS,Emiliekildevej 502930 Klampenborg,Klampenborg,null,36474823,null,4003832424,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,2930,null,true,2014-12-23,NORMAL,26141440,Anpartsselskab,false
Zinqular Holdings K/S,C/O Lenard Lee HansonJyllandsgade 23C, st. th9000 Aalborg,Aalborg,C/O Lenard Lee Hanson,43626329,contactus@zinqular.com,4009435689,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,9000,null,true,2022-10-24,NORMAL,null,Kommanditselskab,false
matisa web ApS,Ildervej 58680 Ry,Ry,null,42788384,null,4009054610,virksomhed,false,false,false,false,477890 Detailhandel med andre varer i.a.n.,,8680,null,true,2021-10-26,NORMAL,null,Anpartsselskab,false
Five Star Service ApS,C/O Wissam Al-ZeineMøllerlodden 13, st.2400 København NV,København NV,C/O Wissam Al-Zeine,41592206,info@fss-aps.dk,4008540120,virksomhed,false,false,false,false,812100 Almindelig rengøring i bygninger,,2400,null,true,2020-08-14,NORMAL,50966060,Anpartsselskab,false
ARK J&C Ejendomme ApS,C/O Ark. Johansen og Rasmussen A/SLangenæs Allé 218000 Aarhus C,Aarhus C,C/O Ark. Johansen og Rasmussen A/S,41511249,cbl@ark-jr.dk,4008507909,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,8000,null,true,2020-07-10,NORMAL,null,Anpartsselskab,false
HERMAN copenhagen ApS,Vejenbrødvej 302980 Kokkedal,Kokkedal,null,41838094,null,4008636214,virksomhed,false,false,false,false,476500 Detailhandel med spil og legetøj,,2980,null,true,2020-11-11,NORMAL,null,Anpartsselskab,false
FBoasHolding ApS,Ryleholmen 155240 Odense NØ,Odense NØ,null,41232897,null,4008388948,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5240,null,true,2020-03-10,NORMAL,null,Anpartsselskab,false
Dadzie ApS,C/O Emmanuel KrahCharlotteager 162, 2. tvBaldersbrønde2640 Hedehusene,Hedehusene,C/O Emmanuel Krah,42810312,null,4009064302,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2640,null,true,2021-11-05,NORMAL,71835586,Anpartsselskab,false
A. Magnild Holding ApS,Terrasserne 125Himmelev4000 Roskilde,Roskilde,null,43431277,null,4009344546,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4000,null,false,2022-07-06,NORMAL,null,Anpartsselskab,false
Nord Vest Holding ApS,Tyreløkke 164622 Havdrup,Havdrup,null,42239496,null,4008809883,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4622,null,true,2021-03-18,NORMAL,null,Anpartsselskab,false
HABU Ejendomme ApS,Marie Bregendahls Vej 417430 Ikast,Ikast,null,40926372,null,4008259123,virksomhed,false,false,false,false,681000 Køb og salg af egen fast ejendom,,7430,null,true,2019-11-12,NORMAL,null,Anpartsselskab,false
Cyberjuice Holding ApS,Tom Kristensens Vej 1252300 København S,København S,null,42876739,null,4009093884,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,true,2021-12-01,NORMAL,null,Anpartsselskab,false
Notiva ApS,Gammel Hastrupvej 194600 Køge,Køge,null,43425439,kontor@notiva.dk,4009342318,virksomhed,false,false,false,false,620200 Konsulentbistand vedrørende informationsteknologi,,4600,null,true,2022-08-03,NORMAL,30259096,Anpartsselskab,false
Hermantinus Equity Partners ApS,C/O Tinus Hansen og Amalie HermansenVanløse Torv 17, 3. th2720 Vanløse,Vanløse,C/O Tinus Hansen og Amalie Hermansen,42918091,hermantinusep@gmail.com,4009112926,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,2720,null,true,2021-12-19,NORMAL,25293618,Anpartsselskab,false
Faaborg Webhus ApS,Bryggergården 25600 Faaborg,Faaborg,null,41246561,hej@webmasterco.dk,4008395367,virksomhed,false,false,false,false,620100 Computerprogrammering,,5600,null,true,2020-03-18,NORMAL,60551075,Anpartsselskab,false
RSNR ApS,Nordre Frihavnsgade 222100 København Ø,København Ø,null,42418005,rasmusstenbakken@gmail.com,4008890935,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2100,null,true,2021-05-25,NORMAL,null,Anpartsselskab,false
STØRUM HOLDING ApS,Tarmvej 143Sdr Bork6893 Hemmet,Hemmet,null,42065005,null,4008731686,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6893,null,false,2021-01-27,NORMAL,null,Anpartsselskab,false
G7 Holding ApS,Lærdalsgade 2, 1. th2300 København S,København S,null,42651117,null,4008992401,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,true,2021-09-03,NORMAL,null,Anpartsselskab,false
IWS INVEST ApS,Granhaven 2, st. 16230 Rødekro,Rødekro,null,27237185,sander@jagt.dk,4001412563,virksomhed,false,false,false,false,181200 Anden trykning,,6230,null,true,2003-06-28,NORMAL,35135155,Anpartsselskab,false
RAUNEA ApS,Lundemosen 322670 Greve,Greve,null,43487299,null,4009368834,virksomhed,false,false,false,false,581900 Anden udgivervirksomhed,,2670,null,true,2022-09-05,NORMAL,null,Anpartsselskab,false
JK Orange Invest ApS,Århusgade 62, 4. th2100 København Ø,København Ø,null,43220764,null,4009246952,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,2100,null,true,2022-04-27,NORMAL,null,Anpartsselskab,false
EJENDOMSSELSKABET A.K. A/S,Slagelsevej 2424400 Kalundborg,Kalundborg,null,35231447,null,4001970385,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,4400,null,false,2013-04-18,NORMAL,null,Aktieselskab,false
Atamann Invest ApS,Emmasvej 6, 3. th8220 Brabrand,Brabrand,null,43951289,null,4009617707,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8220,null,false,2023-03-29,NORMAL,null,Anpartsselskab,false
A & M Ejendomme ApS,Vedskøllevej 864600 Køge,Køge,null,40336176,null,4008007414,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,4600,null,true,2019-03-11,NORMAL,null,Anpartsselskab,false
BIRTE REFSBECH ApS,Englystvej 443600 Frederikssund,Frederikssund,null,27514596,birterefsbech@gmail.com,4001457962,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,3600,null,true,2004-06-29,NORMAL,23601217,Anpartsselskab,false
Christian K Pedersen Holding ApS,Allehelgensgade 13, 2. tv4000 Roskilde,Roskilde,null,43354698,Christian@kirkeskov.nu,4009309121,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4000,null,true,2022-06-22,NORMAL,23919393,Anpartsselskab,false
Daniel Bitsch Holding ApS,Islands Brygge 38B, st. th2300 København S,København S,null,41343818,null,4008437908,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,true,2020-04-30,NORMAL,null,Anpartsselskab,false
Gerhard Holding II ApS,Søkrogen 4Sørup3480 Fredensborg,Fredensborg,null,42548138,null,4008950935,virksomhed,false,false,false,false,643030 Investeringsselskaber,,3480,null,false,2021-07-16,NORMAL,null,Anpartsselskab,false
FKJ 2022 Invest ApS,Lersø Parkallé 41, 1. th2100 København Ø,København Ø,null,43539531,null,4009394024,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2100,null,true,2022-09-05,NORMAL,null,Anpartsselskab,false
JHolding ApS,Tulipanvej 234700 Næstved,Næstved,null,41480696,null,4008494810,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4700,null,true,2020-07-01,NORMAL,null,Anpartsselskab,false
SK Autolakering ApS,Århusvej 16Tirstrup8400 Ebeltoft,Ebeltoft,null,40084371,sk-autolakering@hotmail.com,4007890510,virksomhed,false,false,false,false,452020 Karosseriværksteder og autolakererier,,8400,null,true,2018-11-30,NORMAL,53778480,Anpartsselskab,false
3B Holding Bryggen ApS,C/O Bjarni JohansenEgilsgade 59, 1. tv2300 København S,København S,C/O Bjarni Johansen,41539305,bjarni.johansen@gmail.com,4008518302,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,true,2020-07-23,NORMAL,40297651,Anpartsselskab,false
Aabmcp Holding ApS,Ålandsgade 45, 1. tv2300 København S,København S,null,43655736,null,4009451989,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,false,2022-11-21,NORMAL,null,Anpartsselskab,false
Munir ApS,Løkkekrogen 462625 Vallensbæk,Vallensbæk,null,43149474,null,4009216262,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2625,null,true,2022-03-10,NORMAL,null,Anpartsselskab,false
NT Holding 2022 ApS,Møllestedet 10Næsbyhoved-Broby5270 Odense N,Odense N,null,43442708,null,4009349588,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5270,null,false,2022-07-15,NORMAL,null,Anpartsselskab,false
AMK Capital ApS,Livøvænget 39True8381 Tilst,Tilst,null,40422374,ag-jack@hotmail.com,4008046021,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8381,null,true,2019-04-03,NORMAL,27509037,Anpartsselskab,false
Holdon ApS,Skanderborgvej 198680 Ry,Ry,null,42260711,dalmusz12@gmail.com,4008820196,virksomhed,false,false,false,false,141300 Fremstilling af anden yderbeklædning,,8680,null,false,2021-03-24,NORMAL,91400063,Anpartsselskab,false
MK Trans ApS,Slots Bjergbyvej 34Sl Bjergby4200 Slagelse,Slagelse,null,43924982,mktransaps@yahoo.com,4009605034,virksomhed,false,false,false,false,494100 Vejgodstransport,,4200,null,true,2023-03-10,NORMAL,42793416,Anpartsselskab,false
Excellence of Cotnari ApS,C/O Chateau Wines Direct ApSDanstrupvej 27L, 1. 4Danstrup3480 Fredensborg,Fredensborg,C/O Chateau Wines Direct ApS,40833315,null,4008217459,virksomhed,false,false,false,false,472500 Detailhandel med drikkevarer,,3480,null,true,2019-09-26,NORMAL,null,Anpartsselskab,false
J. Kristiansen Holding ApS,Mosebuen 53550 Slangerup,Slangerup,null,42154784,null,4008769310,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3550,null,true,2021-02-23,NORMAL,40755033,Anpartsselskab,false
Mitoma Capital Aps,Lochersvej 83100 Hornbæk,Hornbæk,null,37467367,null,4006456574,virksomhed,false,false,false,false,855900 Anden undervisning i.a.n.,,3100,null,true,2016-02-22,NORMAL,null,Anpartsselskab,false
Tale Denmark ApS,C/O Njord Law FirmPilestræde 58, 6.1112 København K,København K,C/O Njord Law Firm,41287705,null,4008414206,virksomhed,false,false,false,false,522920 Speditører,,1112,null,false,2020-04-08,NORMAL,null,Anpartsselskab,false
Kristensson ApS,Bæverstien 92880 Bagsværd,Bagsværd,null,42313378,null,4008845364,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2880,null,true,2021-04-16,NORMAL,null,Anpartsselskab,false
CHN Event ApS,C/O Nick BrøndumKni Kærvej 128586 Ørum Djurs,Ørum Djurs,C/O Nick Brøndum,39546833,null,4007629027,virksomhed,false,false,false,false,799000 Andre reservationstjenesteydelser og tjenesteydelser i forbindelse hermed,,8586,null,true,2018-05-04,NORMAL,null,Anpartsselskab,false
Maggie's Choice ApS,Ulspilsager 842791 Dragør,Dragør,null,42581550,camilla_ab@outlook.com,4008964406,virksomhed,false,false,false,false,477630 Dyrehandel,,2791,null,false,2021-07-26,NORMAL,22811114,Anpartsselskab,false
Peratera Europe ApS,C/O NEMADVOKATStationsparken 262600 Glostrup,Glostrup,C/O NEMADVOKAT,43075489,null,4009182850,virksomhed,false,false,false,false,620200 Konsulentbistand vedrørende informationsteknologi,,2600,null,true,2022-02-18,NORMAL,null,Anpartsselskab,false
J. ASBÆK DESIGN ApS,Skrænten 477800 Skive,Skive,null,43327372,null,4009295615,virksomhed,false,false,false,false,433200 Tømrer- og bygningssnedkervirksomhed,,7800,null,true,2022-06-13,NORMAL,null,Anpartsselskab,false
Vinther og Asbæk Invest ApS,Skrænten 477800 Skive,Skive,null,43278576,null,4009273278,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,7800,null,true,2022-05-19,NORMAL,null,Anpartsselskab,false
onguard ApS,Glentehusene 312620 Albertslund,Albertslund,null,42554103,shakeelahmed956@gmail.com,4008953352,virksomhed,false,false,false,false,802000 Serviceydelser i forbindelse med sikkerhedssystemer,,2620,null,true,2021-07-18,NORMAL,60742237,Anpartsselskab,false
The Mental Winner ApS,Hovedgaden 274330 Hvalsø,Hvalsø,null,43175106,johannes@thementalwinner.dk,4009227194,virksomhed,false,false,false,false,960900 Andre personlige serviceydelser i.a.n.,,4330,null,true,2022-04-01,NORMAL,26230187,Anpartsselskab,false
ATA FIKTION ApS,Niels Neergaards Gade 212300 København S,København S,null,41352698,null,4008441417,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2300,null,true,2020-05-11,NORMAL,null,Anpartsselskab,false
CTM by B ApS,Havnsøvej 44591 Føllenslev,Føllenslev,null,41722665,null,4008590914,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,4591,null,false,2020-09-29,NORMAL,null,Anpartsselskab,false
Ambrose Holding ApS,Aakjærvænget 347100 Vejle,Vejle,null,43640135,null,4009442830,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,7100,null,false,2022-11-07,NORMAL,null,Anpartsselskab,false
CB Entreprenør Holding ApS,Kongevej 337Arnum6510 Gram,Gram,null,42183032,null,4008783256,virksomhed,false,false,false,false,439990 Anden bygge- og anlægsvirksomhed, som kræver specialisering,,6510,null,false,2021-03-03,NORMAL,25592926,Anpartsselskab,false
R Baunsgaard Holding ApS,Franckesvej 2, 4.2000 Frederiksberg,Frederiksberg,null,40327770,null,4008003999,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2000,null,true,2019-03-08,NORMAL,null,Anpartsselskab,false
MALDIA ApS,C/O Sheltons AccountantsKompagnistræde 21, 1. th1208 København K,København K,C/O Sheltons Accountants,31600839,null,4001687114,virksomhed,false,false,false,false,642010 Finansielle holdingselskaber,,1208,null,true,2008-07-03,NORMAL,null,Anpartsselskab,false
RANDSKOV ADVOKAT HOLDING ApS,Vindingevej 7C4000 Roskilde,Roskilde,null,36535806,null,4003875826,virksomhed,false,false,false,false,691000 Juridisk bistand,,4000,null,false,2015-02-01,NORMAL,null,Anpartsselskab,false
Charlie + ApS,Tjørntvedvej 164295 Stenlille,Stenlille,null,37953970,null,4006628387,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4295,null,true,2016-08-24,NORMAL,null,Anpartsselskab,false
Fynbo Invest, Odense ApS,C/O Jonas HanseenHjallesegade 58Hjallese5260 Odense S,Odense S,C/O Jonas Hanseen,43130544,Jh@fynbovvs.dk,4009207869,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,5260,null,true,2022-03-03,NORMAL,null,Anpartsselskab,false
Stone Inc. Holding ApS,Holger Danskes Vej 3A, 4. tv2000 Frederiksberg,Frederiksberg,null,43368702,null,4009316139,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,2000,null,false,2022-06-30,NORMAL,null,Anpartsselskab,false
Büsing Vikarbureau ApS,Birkhedevej 248680 Ry,Ry,null,43997076,null,4009639998,virksomhed,false,false,false,false,782000 Vikarbureauer,,8680,null,true,2023-04-19,NORMAL,null,Anpartsselskab,false
Kruse Mcadam Ejendomme ApS,C/O Stina KruseOldbakken 54300 Holbæk,Holbæk,C/O Stina Kruse,42905445,null,4009106779,virksomhed,false,false,false,false,682030 Anden udlejning af boliger,,4300,null,true,2021-12-14,NORMAL,null,Anpartsselskab,false
Skytte64 ApS,C/O Martin Skytte KristiansenHovmarken 164623 Lille Skensved,Lille Skensved,C/O Martin Skytte Kristiansen,41458429,null,4008485355,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,4623,null,false,2020-05-20,NORMAL,null,Anpartsselskab,false
ØSTERBROGADE 81 A NYKØBING ApS,Grøftevej 4BGrøfte4180 Sorø,Sorø,null,31187192,null,4001675450,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,4180,null,true,2008-01-23,NORMAL,58541484,Anpartsselskab,false
Industrigrenen 17-19 ApS,Grøftevej 4BGrøfte4180 Sorø,Sorø,null,31186846,null,4364486,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,4180,null,true,2008-01-23,NORMAL,58541484,Anpartsselskab,false
VIJUMA ApS,Industrivej 18981 Spentrup,Spentrup,null,28869959,null,4001506701,virksomhed,false,false,false,false,351100 Produktion af elektricitet,,8981,null,false,2005-06-29,NORMAL,null,Anpartsselskab,false
Piper Ejendomme ApS,Vestergade 1187200 Grindsted,Grindsted,null,43678388,null,4009465176,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,7200,null,true,2022-11-30,NORMAL,75310780,Anpartsselskab,false
Thomas Neesgaard Holding ApS,Bratbjerg 599460 Brovst,Brovst,null,43236679,null,4009253919,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,9460,null,true,2022-04-22,NORMAL,24600636,Anpartsselskab,false
BØJ ApS,Haandværkervej 13Hvam St9620 Aalestrup,Aalestrup,null,26256941,null,4001336713,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,9620,null,false,2001-10-02,NORMAL,null,Anpartsselskab,false
Agio Invest ApS,Bangsboparken 34Løgten8541 Skødstrup,Skødstrup,null,43993291,null,4009638143,virksomhed,false,false,false,false,702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse,,8541,null,true,2023-04-18,NORMAL,null,Anpartsselskab,false
TM Jacobsen ApS,Kirketorvet 6B, st.7100 Vejle,Vejle,null,43786326,null,4009531129,virksomhed,false,false,false,false,433200 Tømrer- og bygningssnedkervirksomhed,,7100,null,true,2023-01-17,NORMAL,null,Anpartsselskab,false
Entreprenør Møller ApS,Troensevej 1AThorsted6622 Bække,Bække,null,44050102,entreprenor.moller@gmail.com,4009666607,virksomhed,false,false,false,false,439990 Anden bygge- og anlægsvirksomhed, som kræver specialisering,,6622,null,true,2023-05-12,NORMAL,null,Anpartsselskab,false
Bonet Clar Holding ApS,Lyøvej 128600 Silkeborg,Silkeborg,null,41398469,null,4008460056,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8600,null,true,2020-06-01,NORMAL,null,Anpartsselskab,false
SOEP Invest ApS,Bybrønden 9Sæby4070 Kirke Hyllinge,Kirke Hyllinge,null,42899925,null,4009104210,virksomhed,false,false,false,false,649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.,,4070,null,true,2021-12-12,NORMAL,null,Anpartsselskab,false
Øvli Invest ApS,Arnegårdsvej 288230 Åbyhøj,Åbyhøj,null,40991484,ma@pro-cnc.dk,4008286440,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8230,null,true,2019-12-09,NORMAL,25355742,Anpartsselskab,false
UMS NORDIC ApS,Amaliegade 6, 2. tv1256 København K,København K,null,43889362,sales@umsnordic.com,4009586987,virksomhed,false,false,false,false,469000 Ikke-specialiseret engroshandel,,1256,null,true,2023-02-21,NORMAL,59160000,Anpartsselskab,false
SERVICE EXPRESS ApS,Centrumgaden 29, 3. th2750 Ballerup,Ballerup,null,44041189,null,4009661650,virksomhed,false,false,false,false,811000 Kombinerede serviceydelser,,2750,null,true,2023-05-08,NORMAL,null,Anpartsselskab,false
MorMar Holding ApS,Lindevej 12Hareskov3500 Værløse,Værløse,null,40800662,null,4008203780,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,3500,null,true,2019-09-19,NORMAL,33426608,Anpartsselskab,false
Dammann Holding ApS,Skerrildgårdvej 21Nebsager8783 Hornsyld,Hornsyld,null,41344512,mortendammann@outlook.dk,4008438319,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8783,null,true,2020-05-07,NORMAL,null,Anpartsselskab,false
Karl Billum Holding ApS,C/O Karl BillumVognmagervej 19CSnoghøj7000 Fredericia,Fredericia,C/O Karl Billum,41933283,karl@kmb-aps.dk,4008675341,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,7000,null,true,2020-12-11,NORMAL,42478837,Anpartsselskab,false
Bach & Jensen Invest ApS,C/O Hans Jørgen BachSkovlykke 19210 Aalborg SØ,Aalborg SØ,C/O Hans Jørgen Bach,39503352,null,4007607590,virksomhed,false,false,false,false,682040 Udlejning af erhvervsejendomme,,9210,null,false,2018-04-20,NORMAL,null,Anpartsselskab,false
SJG 2018 Holding ApS,Hjertingvej 626800 Varde,Varde,null,39608855,gaarsvig.simon@gmail.com,4007660397,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,6800,null,true,2018-05-30,NORMAL,null,Anpartsselskab,false
SIMSOLL Holding ApS,Baastrup Lund 45Skovby8464 Galten,Galten,null,43280791,null,4009274497,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,8464,null,false,2022-05-20,NORMAL,null,Anpartsselskab,false
Food On Wheels ApS,Kong Georgs Vej 149000 Aalborg,Aalborg,null,43037781,null,4009164703,virksomhed,false,false,false,false,522920 Speditører,,9000,null,false,2022-02-03,NORMAL,null,Anpartsselskab,false
KUMDIL HOLDING ApS,Kong Georgs Vej 149000 Aalborg,Aalborg,null,29815100,null,4682264,virksomhed,false,false,false,false,642020 Ikke-finansielle holdingselskaber,,9000,null,false,2009-02-01,NORMAL,null,Anpartsselskab,false
