title,brand,price,ASIN,item_info
"ASUS TUF Gaming NVIDIA GeForce GTX 1650 OC Edition Graphics Card (PCIe 3.0, 4GB GDDR6 Memory, HDMI, DisplayPort, DVI-D, 1x 6-pin Power Connector, IP5X Dust Resistance, Space-Grade Lubricant)", ASUS Store,$231.99,B08G5CQMJ3,"['Digital Max Resolution:7680 x 4320', 'The ASUS TUF Gaming GeForce GTX 1650 is built with the breakthrough graphics performance of the award-winning NVIDIA Turing architecture to supercharge your favorite games.', 'Ultra-fast GDDR6 with over 50% more memory bandwidth for high-speed gaming.', 'Auto Extreme Manufacturing uses automation to enhance reliability.', 'TUF compatibility testing ensures TUF Gaming and TUF Gaming alliance components work together flawlessly.', 'Protective backplate secures components during transportation and installation.']"
"ASPIRING GTX 750 Ti Graphics Card, 4GB GDDR5 128bit Gaming Video Card, PCI Express 2.0, HDMI, DVI D, GPU Graphics Card for PC Computer",,$119.99,B0CGWDZYP9,[]
"Laptop 8GB Graphics Card Upgrade Replacement, for Dell Precision M6600 M6700 M6800 HP EliteBook 8770W 8760W Mobile Workstation, NVIDIA GeForce GTX 880M MXM GPU Video Board Spare Parts",,,B09YTW9H8H,[]
"RX 580 Graphics Card, 8GB GDDR5 256bit Gaming Graphics Card Video Cards for PC, PCI Express x16 3.0, HDMI, 2 Cooling Fans, 1080P, Support HD, 60Hz Output 4K Resolution",,$137.51,B0BKGR6D1K,[]
"New 16GB Graphics Card GPU Upgrade Replacement, for HP ZBook 17 G3 G4 G5 Dell Precision 7730 7720 7710 Workstation Laptop, Original NVIDIA Quadro P5000 GDDR5 MXM VGA Board Repair Parts",,$446.99,B09YV6BF68,[]
NVIDIA GeForce RTX NVLink Bridge 4-Slot for 3090 and 30 Series Graphics Cards, NVIDIA Store,,B08S1RYPP6,[]
ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition 12GB GDDR6 Gaming Graphics Card ROG Strix 750 Fully Modular 80 Plus Gold 750W ATX PSU Bundle, ASUS Store,$434.98,B0CQ1TJ9YL,"['NVIDIA Ampere Streaming Multiprocessors: The building blocks for the world’s fastest, most efficient GPU, the all-new Ampere SM brings 2X the FP32 throughput and improved power efficiency.', '750W 80 Plus Gold certification for energy efficiency, built with 100% Japanese capacitors for stability and durability', '2nd Generation RT Cores: Experience 2X the throughput of 1st gen RT Cores, plus concurrent RT and shading for a whole new level of ray tracing performance.', '0dB cooling with dustproof IP5X Axial-tech fan and integrated ROG heatsinks for cooler operation', '3rd Generation Tensor Cores: Get up to 2X the throughput with structural sparsity and advanced AI algorithms such as DLSS. Now with support for up to 8K resolution, these cores deliver a massive boost in game performance and all-new AI capabilities.', 'Fully modular cable design including 1x motherboard 24/20 pin, 2x CPU 4+4 pin, 4x PCI-E 6+2 pin, 8x SATA and 3x Molex cables', 'OC mode: Boost clock 1867 MHz (OC mode)/ 1837 MHz (Gaming mode)', '10-Year for core product operation and peace of mind', 'Axial-Tech Fan Design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.']"
PCIE 3.0 4.0 x16 Universal Vertical GPU Holder Kit Matx Case VGA Graphics Card Steering Bracket Support,,$65.01,B0CTFC467F,[]
Vertical Graphics Card Holder Bracket GPU Mount Kickstand/Base for Chassis Holder with LED 5V 3pin ARGB Sync,,$43.03,B0CTFB6YLF,[]
AMD FirePro W9100 Graphics Card - 16GB GDDR5 (100-505977),,$796.99,B01CZ0I25W,[]
Quadro 2000 1GB GDDR5 PCI Express 2.0 x16 Dual Display Video Graphics Card 8MDMW by EbidDealz,,,B07L1BNDDD,[]
"Original Graphics Video Card Replacement, for Apple iMac Core i5 Late 2009 MB953LL/A A1312 27-Inch Desktop PC, ATI Radeon HD 4850 GDDR3 512MB 109-B91157-00, MXM GPU Board Repair Spare Parts",,,B09FPFLDS3,[]
Coolmoon CM-GH2 Vertical GPU Support Bracket Colorful 5V A-RGB Bracket Computer Graphics Video Card Stand GPU Holder,,$18.64,B0CTF97CPJ,[]
AMD FirePro W9100 Graphics Card - 16GB GDDR5 (100-505977),,$796.99,B01CZ0I25W,[]
Vertical Graphics Card Holder Bracket GPU Mount Kickstand/Base for Chassis Holder with LED 5V 3pin ARGB Sync,,$43.03,B0CTFB6YLF,[]
"Original Graphics Video Card Replacement, for Apple iMac Core i5 Late 2009 MB953LL/A A1312 27-Inch Desktop PC, ATI Radeon HD 4850 GDDR3 512MB 109-B91157-00, MXM GPU Board Repair Spare Parts",,,B09FPFLDS3,[]
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP 1875 MHz Ampere Architecture OC Graphics Card (RTX 3090 Suprim X 24G), msi Store,"$1,499.00",B08NNKHVP3,"['Chipset: NVIDIA GeForce RTX 3090', 'Video Memory: 24GB GDDR6X', 'Memory Interface: 384-bit', 'Output: DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1', 'Digital maximum resolution - 7680 x 4320']"
Quadro 2000 1GB GDDR5 PCI Express 2.0 x16 Dual Display Video Graphics Card 8MDMW by EbidDealz,,,B07L1BNDDD,[]
Nvidia Grid K1 - Graphics Card - 4 Gpus - 16 Gb Gddr5 - Pci Express 3.0 X16 - for Ucs C240 M3 Product Type: Computer Components/Video Cards & Adapters,,$366.99,B00VQQQGLE,[]
GPU Support Stand for PC Graphics Card Anodized Aluminum Adjustable Graphics Card Stand,,$12.48,B0CTHP8RKZ,[]
"MSI GeForce RTX 3080 SUPRIM X 10G LHR Gaming Graphics Card - 10GB GDDR6X, 1830 MHz, 3X PCI Express Gen 4, 320-bit, 3X DP v 1.4a, HDMI2.1 (Supports 4K)",,"$1,149.37",B096SNGG6G,[]
MSI GeForce RTX 2060 Ventus 12G OC NVIDIA 12GB GDDR6 Graphics Card,,,B09N7CWH84,[]
"Original Graphics Video Card GPU Replacement, for Apple iMac Mid-2011 A1312 27-Inch Desktop PC Core i5 3.1 MC814LL/A, for AMD Radeon HD 6970M 1GB, MXM Board Repair Parts",,,B09YTMPSM4,[]
PCIE to X16 Gen4 Test Protector Card Graphics Card Expansion Extended Card Adapter PCIE Extender Protector Cards,,$17.36,B0CVVL3T2Z,[]
AMD FirePro W4100 2GB GDDR5 4Mini DisplayPorts Low Profile PCI-Express Video Card,,$129.96,B01LZA4F0Z,[]
"ASUS TUF Gaming RX 7700 XT OC Edition 12GB GDDR6 (PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 2.1)", ASUS Store,,B0CFSPZ1YY,"['Axial-tech upgrades scaled up to deliver 24% more airflow', 'Dual ball fan bearings last up to twice as long as conventional designs', 'Military-grade capacitors rated for 20K hours at 105C make the GPU power rail more durable', 'Metal exoskeleton adds structural rigidity and vents to increase heat dissipation', 'Auto-extreme technology precision automated manufacturing for higher reliability', 'GPU Tweak III software provides intuitive performance tweaking, thermal controls, and system monitoring']"
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
Nvidia Grid K1 - Graphics Card - 4 Gpus - 16 Gb Gddr5 - Pci Express 3.0 X16 - for Ucs C240 M3 Product Type: Computer Components/Video Cards & Adapters,,$366.99,B00VQQQGLE,[]
AMD FirePro W8000 Retail Graphics Card 100-505633,,$269.96,B0093HV3S4,[]
"MSI GeForce RTX 3080 SUPRIM X 10G LHR Gaming Graphics Card - 10GB GDDR6X, 1830 MHz, 3X PCI Express Gen 4, 320-bit, 3X DP v 1.4a, HDMI2.1 (Supports 4K)",,"$1,149.37",B096SNGG6G,[]
GPU Support Stand for PC Graphics Card Anodized Aluminum Adjustable Graphics Card Stand,,$12.48,B0CTHP8RKZ,[]
MSI GeForce RTX 2060 Ventus 12G OC NVIDIA 12GB GDDR6 Graphics Card,,,B09N7CWH84,[]
"Original Graphics Video Card GPU Replacement, for Apple iMac Mid-2011 A1312 27-Inch Desktop PC Core i5 3.1 MC814LL/A, for AMD Radeon HD 6970M 1GB, MXM Board Repair Parts",,,B09YTMPSM4,[]
AMD FirePro W4100 2GB GDDR5 4Mini DisplayPorts Low Profile PCI-Express Video Card,,$129.96,B01LZA4F0Z,[]
PCIE to X16 Gen4 Test Protector Card Graphics Card Expansion Extended Card Adapter PCIE Extender Protector Cards,,$17.36,B0CVVL3T2Z,[]
"ASUS TUF Gaming RX 7700 XT OC Edition 12GB GDDR6 (PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 2.1)", ASUS Store,,B0CFSPZ1YY,"['Axial-tech upgrades scaled up to deliver 24% more airflow', 'Dual ball fan bearings last up to twice as long as conventional designs', 'Military-grade capacitors rated for 20K hours at 105C make the GPU power rail more durable', 'Metal exoskeleton adds structural rigidity and vents to increase heat dissipation', 'Auto-extreme technology precision automated manufacturing for higher reliability', 'GPU Tweak III software provides intuitive performance tweaking, thermal controls, and system monitoring']"
"Genuine New for NVIDIA Quadro P5000 16GB Graphics Card, for Dell Precision 7730 7720 7710 M7720 M7710 7530 Mobile Workstation Laptop, GDDR5 N17E-Q5-A1, MXM Video Board Replacement Parts",,$448.99,B09YV7JSPN,[]
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
XFX HD489AZDFC Radeon HD 4890 1.0 GB DDR5 PCI-E 2.0 Graphics Card,,$237.69,B0020ZFL0C,[]
INNO3D GEFORCE RTX 3060 LHR Version Twin X2 12GB Graphics Card,,$347.08,B09CMTVTZC,[]
XFX Graphics Card GX-275X-ADQ GX-275X-ADQ,,$229.54,B0024IKNTY,[]
"Genuine New for NVIDIA Quadro P5000 16GB Graphics Card, for Dell Precision 7730 7720 7710 M7720 M7710 7530 Mobile Workstation Laptop, GDDR5 N17E-Q5-A1, MXM Video Board Replacement Parts",,$448.99,B09YV7JSPN,[]
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"New 4GB Graphics Card GPU Upgrade Replacement, for Dell Precision M7520 M7510 M4800 Mobile Workstation Laptop Notebook PC, Nvidia Quadro M2200M GDDR5 MXM Video Board Repair Spare Parts",,$315.99,B097392JYD,[]
"Original 1GB Graphics Card GPU Replacement, for iMac Core i7 2.93 27-Inch Mid-2010 MC784LL/A A1312 All-in-One Desktop PC, AMD Radeon HD 5750 GDDR5 1 GB, MXM VGA Video Board Repair Parts",,,B08Z36GNVF,[]
"Laptop 6GB MXM Graphics Card P3200 GPU Upgrade Replacement, Compatible with for Dell Precision 7710 7530 7730 7720 Mobile Workstation, for NVIDIA Quadro P3200 N16E-Q1-KC-A1 GDDR5 Video Board",,$229.99,B0CB9PCDQM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
"Genuine New for NVIDIA Quadro P5000 16GB Graphics Card, for Dell Precision 7730 7720 7710 M7720 M7710 7530 Mobile Workstation Laptop, GDDR5 N17E-Q5-A1, MXM Video Board Replacement Parts",,$448.99,B09YV7JSPN,[]
"New 4GB Graphics Card GPU Upgrade Replacement, for Dell Precision M7520 M7510 M4800 Mobile Workstation Laptop Notebook PC, Nvidia Quadro M2200M GDDR5 MXM Video Board Repair Spare Parts",,$315.99,B097392JYD,[]
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"Original 1GB Graphics Card GPU Replacement, for iMac Core i7 2.93 27-Inch Mid-2010 MC784LL/A A1312 All-in-One Desktop PC, AMD Radeon HD 5750 GDDR5 1 GB, MXM VGA Video Board Repair Parts",,,B08Z36GNVF,[]
"Laptop 6GB MXM Graphics Card P3200 GPU Upgrade Replacement, Compatible with for Dell Precision 7710 7530 7730 7720 Mobile Workstation, for NVIDIA Quadro P3200 N16E-Q1-KC-A1 GDDR5 Video Board",,$229.99,B0CB9PCDQM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
XFX PVT98FYDF9 GeForce 9800GTX 512MB DDR3 675MHz Dual DVI PCI Express 2.0 SLI Ready Video Card,,$277.29,B0016OK86A,[]
XFX PVT88GYDD4 GeForce 8800GTS 512MB DDR3 678MHz PCI Express 2.0 SLI Ready Video Card ( Dual DVI / S-video ),,$336.17,B0012INBW8,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
"Genuine New for NVIDIA Quadro P5000 16GB Graphics Card, for Dell Precision 7730 7720 7710 M7720 M7710 7530 Mobile Workstation Laptop, GDDR5 N17E-Q5-A1, MXM Video Board Replacement Parts",,$448.99,B09YV7JSPN,[]
"Laptop 8 GB MXM Graphics Card P5200 GPU Upgrade Replacement, Compatible with for Dell Precision M6800 M7720 M7710 7720 7710 Mobile Workstation, for NVIDIA Quadro P5200 N18E-Q5-A1 Video Board",,$633.00,B0CBB2GCJ7,[]
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"New 4GB Graphics Card GPU Upgrade Replacement, for Dell Precision M7520 M7510 M4800 Mobile Workstation Laptop Notebook PC, Nvidia Quadro M2200M GDDR5 MXM Video Board Repair Spare Parts",,$315.99,B097392JYD,[]
"Original 1GB Graphics Card GPU Replacement, for iMac Core i7 2.93 27-Inch Mid-2010 MC784LL/A A1312 All-in-One Desktop PC, AMD Radeon HD 5750 GDDR5 1 GB, MXM VGA Video Board Repair Parts",,,B08Z36GNVF,[]
"Laptop 6GB MXM Graphics Card P3200 GPU Upgrade Replacement, Compatible with for Dell Precision 7710 7530 7730 7720 Mobile Workstation, for NVIDIA Quadro P3200 N16E-Q1-KC-A1 GDDR5 Video Board",,$229.99,B0CB9PCDQM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
MSI GeForce RTX 4060 Ti Gaming X Slim 8G,,$584.74,B0CLJPJHK4,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
"Laptop 6GB MXM Graphics Card P3200 GPU Upgrade Replacement, Compatible with for Dell Precision 7710 7530 7730 7720 Mobile Workstation, for NVIDIA Quadro P3200 N16E-Q1-KC-A1 GDDR5 Video Board",,$229.99,B0CB9PCDQM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
XFX PVT98FYDF9 GeForce 9800GTX 512MB DDR3 675MHz Dual DVI PCI Express 2.0 SLI Ready Video Card,,$277.29,B0016OK86A,[]
"New 8GB Graphics Video Card GPU Upgrade Replacement, Model: for NVIDIA Quadro P4000, for HP ZBook 17 G4 G5 Dell Precision M6800 7710 7720 Mobile Workstation Laptop, N17E-Q3-A1 GDDR5 6 GB MXM VGA Board",,$249.00,B096LQK2P2,[]
"Genuine New for NVIDIA Quadro K4100M 4GB Graphics Card Replacement, for Dell Precision M6600 M6700 M6800 Mobile Workstation Laptop, GDDR5 4 GB N15E-Q3-A2 GPU MXM VGA Video Board Parts",,$175.99,B09YVM63TQ,[]
XFX PVT88GYDD4 GeForce 8800GTS 512MB DDR3 678MHz PCI Express 2.0 SLI Ready Video Card ( Dual DVI / S-video ),,$336.17,B0012INBW8,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
"Luqeeg 2060 Graphics Card - GDDR6 6GB 192 Bit Graphics Cards, 1365MHz 10500MHz GPU Graphics Card Support HDMI DP Interface, 3.0 Desktop PC Gaming Graphics Card for Gaming Enterprise Office",,$359.43,B0BB7X6ZRL,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
MSI GeForce RTX 4060 Ti Gaming X Slim 8G,,$584.74,B0CLJPJHK4,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
HP NVIDIA Quadro P5000 16GB Graphics Z0B13AA,,$549.96,B01N4GJ0HL,[]
"Original 1GB Graphics Card GPU Replacement, for iMac Core i7 2.93 27-Inch Mid-2010 MC784LL/A A1312 All-in-One Desktop PC, AMD Radeon HD 5750 GDDR5 1 GB, MXM VGA Video Board Repair Parts",,,B08Z36GNVF,[]
"New 2GB Graphics Video Card GPU Replacement, for HP EliteBook 8540W 8560W Laptop Lenovo IdeaCentre B500 B505 Desktop PC, NVIDIA GeForce GT 540M N12P-GS-A1 GDDR5 MXM Board Spare Parts",,$59.99,B09YRDZN4B,[]
"Original Graphics Video Card Replacement, for Apple iMac Late 2009 27-Inch A1312 Core 2 Duo 3.06 Desktop Computer MB952LL/A, ATI Radeon HD 4670 GDDR3 256MB MXM Board GPU Repair Parts",,,B09YS25W5W,[]
"Laptop 6GB MXM Graphics Card P3200 GPU Upgrade Replacement, Compatible with for Dell Precision 7710 7530 7730 7720 Mobile Workstation, for NVIDIA Quadro P3200 N16E-Q1-KC-A1 GDDR5 Video Board",,$229.99,B0CB9PCDQM,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 6 Pin Header Male Pin 0.165"" Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Vertical Through Hole PCB",,$308.19,B089W8SS6D,[]
"acer Predator BiFrost Intel Arc A750 Overclock Graphics Card | 8GB GDDR6 256-bit | Dual Fan Hybrid Cooling | TPD 250W with Intel Core i5-12400F Desktop Processor 6 (6P+0E) Cores, Socket LGA1700",,$362.26,B0CVDDTF7Q,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
GeForce RTX 4070 SUPER Dual 12GB / NED407S019K9-1043D / Graphic Board,,"$1,700.64",B0CSDSQW56,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
MSI GeForce RTX 4060 Ti Gaming X Slim 8G,,$584.74,B0CLJPJHK4,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
"GPU Upgrade Laptop 8GB Graphics Card replacefor Dell Precision M6700 M6800 7710 7720 Lenovo ThinkPad P70 P71 Mobile Workstation Computer,M5000M M5000 MXM Video Board Original New",,$225.98,B099NWNZ3T,[]
"Genuine New for NVIDIA Quadro K4100M 4GB Graphics Card Replacement, for Dell Precision M6600 M6700 M6800 Mobile Workstation Laptop, GDDR5 4 GB N15E-Q3-A2 GPU MXM VGA Video Board Parts",,$175.99,B09YVM63TQ,[]
"Original Graphics Video Card Replacement, for Apple iMac A1312 Mid-2011 Core i5 2.7 MC813LL/A 27-Inch Desktop PC, for AMD Radeon HD6770 HD6770M GDDR5 512MB, MXM GPU Board Repair Spare Parts",,,B09FPCYNMM,[]
GeForce RTX 4070 SUPER Dual 12GB / NED407S019K9-1043D / Graphic Board,,"$1,700.64",B0CSDSQW56,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Right Angle Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole",,$308.59,B089KW654M,[]
"Electrical Equipments Supplies - 1000pcs 4.2 mm 8 Pin Header Male Pin 0.165"" Vertical Computer ATX Graphics Card GPU PCI-E PCIe Power Connector Through Hole PCB",,$308.59,B089W9LY6M,[]
MSI GeForce RTX 4060 Ti Gaming X Slim 8G,,$584.74,B0CLJPJHK4,[]
SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB Play,,$129.99,B0CT3YT4JJ,[]
MSI GeForce RTX 3050 LP 6G OC,,$405.00,B0CSPRNRZC,[]
MSI Radeon RX 5500 XT MECH 4G OC (4GB GDDR6/PCI Express 4.0/1647MHz - 1845MHz/14000MHz),,$163.16,B083SVFWNR,[]
